t_s,orch_kv_pct,orch_running,orch_waiting,orch_queue_time_cum_s,orch_requests_done_cum,orch_preemptions_cum,worker_kv_pct,worker_running,worker_waiting,worker_queue_time_cum_s,worker_requests_done_cum,client_arrivals_cum,client_completions_cum,client_in_flight
0,8.989,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1,20.075,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2,21.143,45.0,0.0,0.004,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3,25.698,55.0,0.0,0.005,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4,31.644,57.0,0.0,0.005,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5,35.524,67.0,0.0,0.006,53.0,0.0,0.416,1.0,0.0,0.0,0.0,0,0,0
6,34.778,56.0,0.0,0.006,65.0,0.0,0.503,4.0,8.0,0.0,0.0,0,0,0
7,41.852,58.0,0.0,0.006,65.0,0.0,0.549,4.0,8.0,0.0,1.0,0,0,0
8,41.852,58.0,0.0,0.006,65.0,0.0,0.549,4.0,8.0,0.0,1.0,0,0,0
9,41.923,58.0,0.0,0.006,67.0,0.0,0.553,4.0,9.0,0.0,3.0,0,0,0
10,32.47,39.0,0.0,0.008,86.0,0.0,0.587,4.0,23.0,0.756,4.0,0,0,0
11,10.975,8.0,0.0,0.1,117.0,0.0,0.629,4.0,58.0,3.45,5.0,0,0,0
12,0.0,0.0,0.0,0.1,125.0,0.0,0.613,4.0,66.0,3.45,6.0,0,0,0
13,0.0,0.0,0.0,0.1,125.0,0.0,0.595,4.0,66.0,10.148,8.0,0,0,0
14,0.0,0.0,0.0,0.1,125.0,0.0,0.64,4.0,65.0,16.193,9.0,0,0,0
15,0.0,0.0,0.0,0.1,125.0,0.0,0.665,4.0,66.0,22.325,10.0,0,0,0
16,0.0,0.0,0.0,0.1,125.0,0.0,0.621,4.0,66.0,41.831,13.0,0,0,0
17,0.0,0.0,0.0,0.1,125.0,0.0,0.621,4.0,66.0,41.831,13.0,0,0,0
18,2.056,1.0,0.0,0.1,125.0,0.0,0.655,4.0,64.0,57.133,15.0,0,0,0
19,4.565,1.0,0.0,0.101,127.0,0.0,0.668,4.0,61.0,98.973,20.0,0,0,0
20,9.806,2.0,0.0,0.101,127.0,0.0,0.703,4.0,57.0,135.273,24.0,0,0,0
21,41.066,4.0,1.0,0.101,127.0,0.0,0.734,4.0,52.0,185.786,29.0,0,0,0
22,47.546,5.0,0.0,0.101,127.0,0.0,0.764,4.0,47.0,241.687,34.0,0,0,0
23,55.769,7.0,4.0,0.101,127.0,0.0,0.792,4.0,42.0,303.001,39.0,0,0,0
