t_s,orch_kv_pct,orch_running,orch_waiting,orch_queue_time_cum_s,orch_requests_done_cum,orch_preemptions_cum,worker_kv_pct,worker_running,worker_waiting,worker_queue_time_cum_s,worker_requests_done_cum,client_arrivals_cum,client_completions_cum,client_in_flight
0,16.981,50.0,0.0,0.0,0.0,0.0,4.179,1.0,0.0,0.0,0.0,0,0,0
1,20.337,48.0,0.0,0.109,2.0,0.0,4.199,1.0,0.0,0.0,0.0,0,0,0
2,22.453,51.0,0.0,0.115,35.0,0.0,4.22,1.0,0.0,0.0,0.0,0,0,0
3,26.514,55.0,0.0,0.115,38.0,0.0,4.238,1.0,0.0,0.0,0.0,0,0,0
4,30.989,54.0,0.0,0.117,46.0,0.0,4.259,1.0,0.0,0.0,0.0,0,0,0
5,36.098,68.0,0.0,0.118,53.0,0.0,4.293,2.0,0.0,0.0,0.0,0,0,0
6,36.279,57.0,0.0,0.118,64.0,0.0,4.373,4.0,9.0,0.0,0.0,0,0,0
7,42.064,58.0,0.0,0.118,65.0,0.0,4.41,4.0,9.0,0.0,1.0,0,0,0
8,42.064,58.0,0.0,0.118,65.0,0.0,4.41,4.0,9.0,0.0,1.0,0,0,0
9,42.759,58.0,0.0,0.118,67.0,0.0,4.469,4.0,10.0,0.0,1.0,0,0,0
10,26.212,30.0,0.0,0.12,95.0,0.0,4.527,4.0,11.0,0.0,1.0,0,0,0
11,35.917,20.0,0.0,0.121,106.0,0.0,4.403,4.0,8.0,1.138,4.0,0,0,0
12,35.896,14.0,0.0,0.121,115.0,0.0,4.452,4.0,10.0,5.917,5.0,0,0,0
13,57.906,18.0,0.0,0.121,115.0,0.0,4.508,4.0,10.0,5.917,5.0,0,0,0
14,55.457,17.0,0.0,0.121,117.0,0.0,4.44,4.0,7.0,20.829,8.0,0,0,0
15,69.656,19.0,0.0,0.121,117.0,0.0,4.498,4.0,10.0,20.829,8.0,0,0,0
16,84.803,24.0,0.0,0.121,118.0,0.0,4.527,4.0,10.0,28.822,9.0,0,0,0
17,84.803,24.0,0.0,0.121,118.0,0.0,4.527,4.0,10.0,28.822,9.0,0,0,0
18,94.155,27.0,3.0,0.121,118.0,0.0,4.557,4.0,10.0,36.896,10.0,0,0,0
19,98.912,26.0,13.0,0.122,122.0,0.0,4.614,4.0,10.0,36.896,10.0,0,0,0
20,92.805,24.0,16.0,2.318,125.0,0.0,4.549,4.0,9.0,54.824,12.0,0,0,0
21,99.577,23.0,18.0,2.318,129.0,0.0,4.611,4.0,10.0,54.824,12.0,0,0,0
22,91.575,21.0,20.0,2.318,134.0,0.0,4.632,4.0,12.0,77.026,14.0,0,0,0
23,88.038,22.0,24.0,2.318,134.0,0.0,4.671,4.0,12.0,87.098,15.0,0,0,0
24,96.674,22.0,23.0,2.318,136.0,0.0,4.703,4.0,12.0,97.272,16.0,0,0,0
25,96.574,22.0,25.0,2.318,138.0,0.0,4.726,4.0,13.0,118.096,18.0,0,0,0
26,96.574,22.0,25.0,2.318,138.0,0.0,4.726,4.0,13.0,118.096,18.0,0,0,0
27,89.519,22.0,23.0,4.66,140.0,0.0,4.768,4.0,14.0,137.772,20.0,0,0,0
28,97.269,23.0,20.0,11.903,142.0,0.0,4.832,4.0,16.0,156.622,22.0,0,0,0
29,96.503,24.0,17.0,21.606,144.0,0.0,4.87,4.0,17.0,163.775,23.0,0,0,0
30,84.803,21.0,17.0,36.096,147.0,0.0,4.928,4.0,19.0,163.775,23.0,0,0,0
31,98.851,24.0,14.0,36.096,147.0,0.0,4.979,3.0,19.0,177.74,25.0,0,0,0
32,99.143,24.0,14.0,36.096,148.0,0.0,5.213,4.0,18.0,177.74,25.0,0,0,0
33,85.458,21.0,14.0,52.177,151.0,0.0,5.166,4.0,18.0,186.749,26.0,0,0,0
34,98.7,22.0,12.0,53.531,152.0,0.0,5.228,4.0,18.0,186.749,26.0,0,0,0
35,98.7,22.0,12.0,53.531,152.0,0.0,5.228,4.0,18.0,186.749,26.0,0,0,0
36,84.249,21.0,13.0,60.627,153.0,0.0,5.288,4.0,18.0,186.749,26.0,0,0,0
37,98.005,21.0,12.0,68.323,154.0,0.0,5.276,4.0,17.0,195.581,27.0,0,0,0
38,98.005,21.0,12.0,68.323,154.0,0.0,5.332,4.0,17.0,195.581,27.0,0,0,0
39,99.688,23.0,10.0,68.323,154.0,0.0,5.138,4.0,17.0,205.737,28.0,0,0,0
40,98.68,22.0,11.0,80.041,156.0,0.0,5.195,4.0,17.0,205.737,28.0,0,0,0
41,94.205,23.0,11.0,80.041,156.0,0.0,5.222,4.0,16.0,219.284,29.0,0,0,0
