t_s,orch_kv_pct,orch_running,orch_waiting,orch_queue_time_cum_s,orch_requests_done_cum,orch_preemptions_cum,worker_kv_pct,worker_running,worker_waiting,worker_queue_time_cum_s,worker_requests_done_cum,client_arrivals_cum,client_completions_cum,client_in_flight
0,8.082,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1,19.601,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2,14.713,19.0,0.0,0.005,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3,25.789,55.0,0.0,0.006,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4,29.346,56.0,0.0,0.006,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5,35.08,69.0,0.0,0.007,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
6,34.355,57.0,0.0,0.007,64.0,0.0,0.48,4.0,8.0,0.0,0.0,0,0,0
7,40.965,58.0,0.0,0.007,65.0,0.0,0.534,4.0,8.0,0.0,1.0,0,0,0
8,40.955,59.0,0.0,0.007,67.0,0.0,0.582,4.0,8.0,0.683,2.0,0,0,0
9,40.955,59.0,0.0,0.007,67.0,0.0,0.582,4.0,8.0,0.683,2.0,0,0,0
10,41.53,50.0,0.0,0.008,77.0,0.0,0.565,4.0,13.0,5.31,5.0,0,0,0
11,13.544,11.0,0.0,0.01,117.0,0.0,0.549,4.0,53.0,8.817,7.0,0,0,0
12,0.0,0.0,0.0,0.011,129.0,0.0,0.625,4.0,64.0,8.817,7.0,0,0,0
13,0.0,0.0,0.0,0.011,130.0,0.0,0.646,4.0,63.0,17.755,9.0,0,0,0
14,0.0,0.0,0.0,0.011,131.0,0.0,0.608,4.0,63.0,32.964,12.0,0,0,0
15,0.0,0.0,0.0,0.011,131.0,0.0,0.657,4.0,60.0,53.454,16.0,0,0,0
16,23.743,4.0,0.0,0.011,131.0,0.0,0.688,4.0,56.0,76.602,20.0,0,0,0
17,32.107,6.0,0.0,0.011,131.0,0.0,0.688,4.0,56.0,76.602,20.0,0,0,0
18,32.107,6.0,0.0,0.011,131.0,0.0,0.715,4.0,54.0,96.104,23.0,0,0,0
19,47.083,9.0,0.0,0.011,131.0,0.0,0.666,4.0,47.0,163.558,32.0,0,0,0
20,56.162,11.0,0.0,0.011,131.0,0.0,0.705,4.0,41.0,215.818,38.0,0,0,0
21,72.68,15.0,0.0,0.011,131.0,0.0,0.689,4.0,32.0,301.909,47.0,0,0,0
22,89.741,19.0,0.0,0.011,131.0,0.0,0.729,4.0,26.0,365.374,53.0,0,0,0
23,92.512,22.0,3.0,0.011,131.0,0.0,0.758,4.0,20.0,434.02,59.0,0,0,0
24,99.97,25.0,4.0,0.011,131.0,0.0,0.766,4.0,15.0,508.296,65.0,0,0,0
25,91.696,23.0,12.0,0.011,132.0,1.0,0.789,4.0,10.0,572.687,70.0,0,0,0
26,99.738,23.0,15.0,0.8,133.0,1.0,0.789,4.0,10.0,572.687,70.0,0,0,0
27,99.738,23.0,15.0,0.8,133.0,1.0,0.814,4.0,6.0,626.675,74.0,0,0,0
28,95.989,23.0,15.0,0.8,136.0,1.0,0.651,4.0,8.0,639.958,76.0,0,0,0
29,93.026,21.0,16.0,0.8,140.0,1.0,0.711,4.0,12.0,652.151,77.0,0,0,0
30,98.206,21.0,19.0,0.8,142.0,1.0,0.771,4.0,14.0,664.346,78.0,0,0,0
31,96.644,23.0,22.0,3.497,145.0,1.0,0.73,4.0,14.0,688.291,80.0,0,0,0
32,98.851,25.0,21.0,3.497,146.0,1.0,0.913,4.0,14.0,712.747,82.0,0,0,0
33,98.529,24.0,20.0,11.039,149.0,1.0,0.984,4.0,15.0,712.747,82.0,0,0,0
34,99.708,23.0,19.0,18.94,151.0,1.0,1.072,4.0,16.0,725.305,83.0,0,0,0
35,99.708,23.0,19.0,18.94,151.0,1.0,1.072,4.0,16.0,725.305,83.0,0,0,0
36,98.055,24.0,18.0,18.94,151.0,1.0,1.14,4.0,16.0,725.305,83.0,0,0,0
37,98.71,24.0,17.0,23.334,153.0,1.0,1.124,4.0,15.0,731.837,84.0,0,0,0
38,93.732,24.0,16.0,26.442,154.0,1.0,1.185,4.0,15.0,731.837,84.0,0,0,0
39,99.123,21.0,16.0,35.878,158.0,1.0,1.189,4.0,15.0,738.874,85.0,0,0,0
40,99.123,21.0,16.0,35.878,158.0,1.0,1.322,4.0,14.0,747.004,86.0,0,0,0
