t_s,orch_kv_pct,orch_running,orch_waiting,orch_queue_time_cum_s,orch_requests_done_cum,orch_preemptions_cum,worker_kv_pct,worker_running,worker_waiting,worker_queue_time_cum_s,worker_requests_done_cum,client_arrivals_cum,client_completions_cum,client_in_flight
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0,100
1,5.523,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0,100
2,5.523,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0,100
3,11.095,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0,100
4,30.767,96.0,0.0,0.195,4.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0,100
5,39.514,100.0,0.0,0.195,4.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0,100
6,22.916,47.0,0.0,0.215,74.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0,100
7,31.21,72.0,0.0,0.216,77.0,0.0,0.0,0.0,0.0,0.0,0.0,108,8,100
8,45.611,122.0,0.0,0.216,77.0,0.0,0.0,0.0,0.0,0.0,0.0,110,10,100
9,45.762,109.0,0.0,0.22,94.0,0.0,0.0,0.0,0.0,0.0,0.0,110,10,100
10,45.762,109.0,0.0,0.22,94.0,0.0,0.0,0.0,0.0,0.0,0.0,110,10,100
11,56.273,147.0,0.0,0.223,108.0,0.0,0.0,0.0,0.0,0.0,0.0,111,11,100
12,62.531,145.0,0.0,0.223,111.0,0.0,0.443,2.0,0.0,0.0,0.0,112,12,100
13,58.974,125.0,0.0,0.223,132.0,0.0,0.526,4.0,19.0,0.0,0.0,112,12,100
14,64.9,125.0,0.0,0.223,133.0,0.0,0.535,4.0,19.0,0.0,2.0,112,12,100
15,68.074,125.0,0.0,0.223,135.0,0.0,0.564,4.0,19.0,0.0,3.0,113,13,100
16,78.958,127.0,0.0,0.223,135.0,0.0,0.571,4.0,17.0,3.763,5.0,113,13,100
17,83.936,124.0,0.0,0.223,138.0,0.0,0.584,4.0,21.0,9.219,7.0,113,13,100
18,83.936,124.0,0.0,0.223,138.0,0.0,0.584,4.0,21.0,9.219,7.0,113,13,100
19,88.3,120.0,0.0,0.223,143.0,0.0,0.652,4.0,25.0,9.219,7.0,113,13,100
20,70.543,92.0,0.0,0.224,171.0,0.0,0.714,4.0,49.0,9.219,7.0,113,13,100
21,71.581,86.0,0.0,0.224,179.0,0.0,0.782,4.0,57.0,9.219,7.0,113,13,100
22,28.086,26.0,0.0,0.226,239.0,0.0,0.709,4.0,87.0,18.2,9.0,113,13,100
23,11.297,4.0,0.0,0.227,262.0,0.0,0.764,4.0,139.0,27.292,10.0,113,13,100
24,8.888,2.0,0.0,0.227,265.0,0.0,0.761,4.0,140.0,46.137,12.0,113,13,100
25,0.0,0.0,0.0,0.227,267.0,0.0,0.832,4.0,142.0,46.137,12.0,113,13,100
26,0.0,0.0,0.0,0.227,267.0,0.0,0.871,4.0,142.0,57.489,13.0,113,13,100
27,0.0,0.0,0.0,0.227,267.0,0.0,0.871,4.0,142.0,57.489,13.0,113,13,100
28,0.0,0.0,0.0,0.227,267.0,0.0,0.888,4.0,142.0,68.908,14.0,113,13,100
29,0.0,0.0,0.0,0.227,269.0,0.0,0.903,4.0,141.0,96.624,16.0,114,14,100
30,4.575,1.0,0.0,0.227,269.0,0.0,0.969,4.0,141.0,96.624,16.0,114,14,100
31,4.414,1.0,0.0,0.227,270.0,0.0,0.962,4.0,141.0,127.571,18.0,114,14,100
32,4.434,1.0,0.0,0.227,270.0,0.0,0.813,4.0,141.0,131.681,19.0,114,14,100
33,6.5,2.0,0.0,0.227,270.0,0.0,0.839,4.0,139.0,168.23,21.0,114,14,100
34,4.575,1.0,0.0,0.227,273.0,0.0,0.89,4.0,141.0,187.485,22.0,115,15,100
35,4.696,2.0,0.0,0.227,274.0,0.0,0.851,4.0,141.0,242.308,25.0,115,15,100
36,4.696,2.0,0.0,0.227,274.0,0.0,0.851,4.0,141.0,242.308,25.0,115,15,100
37,4.938,2.0,0.0,0.227,274.0,0.0,0.88,4.0,140.0,299.383,28.0,115,15,100
38,33.437,3.0,0.0,0.227,274.0,0.0,0.891,4.0,134.0,432.379,35.0,115,15,100
39,14.411,3.0,0.0,0.227,274.0,0.0,0.936,4.0,128.0,546.678,41.0,115,15,100
40,42.497,6.0,3.0,0.227,274.0,0.0,0.897,4.0,123.0,664.256,47.0,115,15,100
41,54.852,7.0,3.0,0.227,274.0,0.0,0.907,4.0,114.0,850.061,56.0,115,15,100
42,60.707,9.0,6.0,0.227,274.0,0.0,0.924,4.0,105.0,1041.549,65.0,115,15,100
