t_s,orch_kv_pct,orch_running,orch_waiting,orch_queue_time_cum_s,orch_requests_done_cum,orch_preemptions_cum,worker_kv_pct,worker_running,worker_waiting,worker_queue_time_cum_s,worker_requests_done_cum,client_arrivals_cum,client_completions_cum,client_in_flight
0,5.966,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1,18.966,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2,18.442,31.0,0.0,0.003,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3,22.826,50.0,0.0,0.004,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4,28.651,54.0,0.0,0.004,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5,34.274,68.0,0.0,0.006,53.0,0.0,0.418,1.0,0.0,0.0,0.0,0,0,0
6,33.558,57.0,0.0,0.006,64.0,0.0,0.501,4.0,7.0,0.0,1.0,0,0,0
7,40.724,59.0,0.0,0.006,65.0,0.0,0.501,4.0,7.0,0.0,1.0,0,0,0
8,40.724,59.0,0.0,0.006,65.0,0.0,0.502,4.0,6.0,0.0,3.0,0,0,0
9,40.915,59.0,0.0,0.006,67.0,0.0,0.578,4.0,8.0,0.0,3.0,0,0,0
10,38.033,46.0,0.0,0.006,81.0,0.0,0.548,4.0,9.0,3.67,6.0,0,0,0
11,66.593,43.0,0.0,0.006,88.0,0.0,0.597,4.0,9.0,6.467,7.0,0,0,0
12,48.957,42.0,0.0,0.006,89.0,0.0,0.636,4.0,9.0,9.754,8.0,0,0,0
13,80.409,47.0,0.0,0.006,89.0,0.0,0.698,4.0,9.0,9.754,8.0,0,0,0
14,96.322,48.0,1.0,0.006,92.0,0.0,0.676,4.0,9.0,18.013,10.0,0,0,0
15,95.908,49.0,7.0,0.006,93.0,0.0,0.704,4.0,9.0,24.276,11.0,0,0,0
16,95.908,49.0,7.0,0.006,93.0,0.0,0.704,4.0,9.0,24.276,11.0,0,0,0
17,86.113,38.0,6.0,0.007,106.0,0.0,0.723,4.0,9.0,37.275,13.0,0,0,0
18,99.123,38.0,4.0,0.007,108.0,0.0,0.764,4.0,8.0,43.889,14.0,0,0,0
19,98.388,27.0,11.0,0.849,120.0,0.0,0.815,4.0,8.0,51.868,15.0,0,0,0
20,93.752,29.0,14.0,0.849,120.0,0.0,0.877,4.0,8.0,51.868,15.0,0,0,0
21,92.694,22.0,14.0,1.111,130.0,0.0,0.936,4.0,9.0,51.868,15.0,0,0,0
22,95.737,24.0,14.0,1.111,131.0,0.0,0.932,4.0,10.0,58.882,16.0,0,0,0
23,87.312,22.0,18.0,2.743,135.0,0.0,0.977,4.0,11.0,81.901,18.0,0,0,0
24,99.536,22.0,18.0,5.591,137.0,0.0,1.037,4.0,14.0,81.901,18.0,0,0,0
25,99.536,22.0,18.0,5.591,137.0,0.0,1.037,4.0,14.0,81.901,18.0,0,0,0
26,93.48,23.0,22.0,10.479,139.0,0.0,1.074,4.0,15.0,91.416,19.0,0,0,0
27,97.682,22.0,21.0,22.563,142.0,0.0,1.074,4.0,17.0,100.136,20.0,0,0,0
28,99.617,22.0,19.0,29.992,145.0,0.0,1.153,4.0,19.0,111.295,21.0,0,0,0
29,98.367,23.0,16.0,38.159,147.0,0.0,1.217,4.0,20.0,111.295,21.0,0,0,0
30,98.055,23.0,14.0,41.878,150.0,0.0,1.242,4.0,21.0,121.959,22.0,0,0,0
31,97.128,22.0,13.0,51.48,152.0,0.0,1.308,4.0,23.0,121.959,22.0,0,0,0
32,95.667,23.0,10.0,62.867,154.0,0.0,1.373,4.0,23.0,121.959,22.0,0,0,0
33,85.629,21.0,10.0,75.03,156.0,0.0,1.44,4.0,23.0,121.959,22.0,0,0,0
34,85.629,21.0,10.0,75.03,156.0,0.0,1.44,4.0,23.0,121.959,22.0,0,0,0
35,98.599,21.0,9.0,81.12,157.0,0.0,1.446,4.0,22.0,134.819,23.0,0,0,0
36,95.828,21.0,9.0,81.12,158.0,0.0,1.511,4.0,22.0,134.819,23.0,0,0,0
37,95.153,21.0,8.0,86.82,159.0,0.0,1.573,4.0,23.0,134.819,23.0,0,0,0
38,95.435,22.0,6.0,91.325,160.0,0.0,1.636,4.0,23.0,134.819,23.0,0,0,0
39,99.839,22.0,5.0,97.504,161.0,0.0,1.7,4.0,23.0,134.819,23.0,0,0,0
40,90.991,22.0,5.0,97.504,161.0,0.0,1.767,4.0,23.0,134.819,23.0,0,0,0
41,98.166,23.0,3.0,97.504,162.0,0.0,1.864,4.0,22.0,150.217,24.0,0,0,0
42,91.615,24.0,0.0,112.155,165.0,0.0,1.928,4.0,23.0,150.217,24.0,0,0,0
43,79.522,20.0,0.0,129.016,169.0,0.0,1.928,4.0,23.0,150.217,24.0,0,0,0
44,79.522,20.0,0.0,129.016,169.0,0.0,1.992,4.0,23.0,150.217,24.0,0,0,0
45,73.687,18.0,0.0,161.332,172.0,0.0,1.519,4.0,23.0,165.604,26.0,0,0,0
46,87.826,19.0,0.0,161.332,172.0,0.0,1.583,4.0,23.0,165.604,26.0,0,0,0
47,70.221,17.0,0.0,172.575,174.0,0.0,1.65,4.0,26.0,165.604,26.0,0,0,0
48,63.519,15.0,0.0,180.279,176.0,0.0,1.171,4.0,26.0,165.604,27.0,0,0,0
49,43.162,10.0,0.0,218.434,181.0,0.0,1.236,4.0,32.0,165.604,27.0,0,0,0
50,22.624,5.0,0.0,262.149,186.0,0.0,1.303,4.0,36.0,165.604,27.0,0,0,0
51,41.419,6.0,0.0,265.781,188.0,0.0,1.125,4.0,35.0,210.902,29.0,0,0,0
52,41.419,6.0,0.0,265.781,188.0,0.0,1.125,4.0,35.0,210.902,29.0,0,0,0
53,41.419,6.0,0.0,265.781,188.0,0.0,1.057,4.0,34.0,233.84,30.0,0,0,0
54,25.285,7.0,0.0,265.781,188.0,0.0,1.776,4.0,34.0,261.25,31.0,0,0,0
