t_s,orch_kv_pct,orch_running,orch_waiting,orch_queue_time_cum_s,orch_requests_done_cum,orch_preemptions_cum,worker_kv_pct,worker_running,worker_waiting,worker_queue_time_cum_s,worker_requests_done_cum,client_arrivals_cum,client_completions_cum,client_in_flight
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0,100
1,4.968,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0,100
2,4.968,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0,100
3,10.551,24.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,102,2,100
4,10.551,24.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,102,2,100
5,40.703,100.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,102,2,100
6,25.96,43.0,0.0,0.017,68.0,0.0,0.0,0.0,0.0,0.0,0.0,102,2,100
7,34.465,76.0,0.0,0.019,75.0,0.0,0.0,0.0,0.0,0.0,0.0,109,9,100
8,48.252,122.0,0.0,0.021,78.0,0.0,0.0,0.0,0.0,0.0,0.0,109,9,100
9,54.631,123.0,0.0,0.021,78.0,0.0,0.0,0.0,0.0,0.0,0.0,110,10,100
10,56.576,121.0,0.0,0.024,97.0,0.0,0.0,0.0,0.0,0.0,0.0,110,10,100
11,56.576,121.0,0.0,0.024,97.0,0.0,0.0,0.0,0.0,0.0,0.0,111,11,100
12,64.154,148.0,0.0,0.027,108.0,0.0,0.0,0.0,0.0,0.0,0.0,111,11,100
13,67.248,141.0,0.0,0.027,117.0,0.0,0.437,4.0,0.0,0.0,0.0,112,12,100
14,65.716,124.0,0.0,0.027,135.0,0.0,0.526,4.0,15.0,0.0,0.0,112,12,100
15,72.196,125.0,0.0,0.027,135.0,0.0,0.534,4.0,20.0,0.0,2.0,112,12,100
16,73.839,124.0,0.0,0.027,136.0,0.0,0.565,4.0,20.0,0.0,3.0,112,12,100
17,80.369,124.0,0.0,0.027,136.0,0.0,0.523,4.0,20.0,3.97,6.0,113,13,100
18,88.753,122.0,0.0,0.027,139.0,0.0,0.592,4.0,23.0,3.97,6.0,113,13,100
19,89.499,113.0,0.0,0.028,148.0,0.0,0.526,4.0,31.0,12.761,9.0,113,13,100
20,89.499,113.0,0.0,0.028,148.0,0.0,0.526,4.0,31.0,12.761,9.0,113,13,100
21,78.646,89.0,0.0,0.028,172.0,0.0,0.54,4.0,54.0,22.882,11.0,113,13,100
22,47.808,39.0,0.0,0.03,225.0,0.0,0.521,4.0,104.0,40.307,14.0,113,13,100
23,18.926,13.0,0.0,0.031,251.0,0.0,0.477,4.0,130.0,67.767,18.0,113,13,100
24,8.868,2.0,0.0,0.031,265.0,0.0,0.552,4.0,140.0,67.767,18.0,114,14,100
25,13.393,3.0,0.0,0.031,265.0,0.0,0.547,4.0,139.0,84.643,20.0,114,14,100
26,9.634,3.0,0.0,0.031,266.0,0.0,0.613,4.0,140.0,84.643,20.0,114,14,100
27,6.419,2.0,0.0,0.031,269.0,0.0,0.593,4.0,141.0,103.643,22.0,114,14,100
28,4.444,1.0,0.0,0.031,271.0,0.0,0.593,4.0,141.0,103.643,22.0,115,15,100
29,4.444,1.0,0.0,0.031,271.0,0.0,0.618,4.0,141.0,126.991,24.0,115,15,100
