t_s,orch_kv_pct,orch_running,orch_waiting,orch_queue_time_cum_s,orch_requests_done_cum,orch_preemptions_cum,worker_kv_pct,worker_running,worker_waiting,worker_queue_time_cum_s,worker_requests_done_cum,client_arrivals_cum,client_completions_cum,client_in_flight
0,5.18,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1,14.29,18.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2,15.157,20.0,0.0,0.001,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3,18.785,27.0,0.0,0.001,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4,13.736,21.0,0.0,0.001,28.0,0.0,0.481,4.0,2.0,0.0,0.0,0,0,0
5,16.124,21.0,0.0,0.001,28.0,0.0,0.552,4.0,2.0,0.0,0.0,0,0,0
6,17.333,19.0,0.0,0.001,30.0,0.0,0.539,4.0,3.0,0.0,3.0,0,0,0
7,8.012,5.0,0.0,0.002,44.0,0.0,0.573,4.0,16.0,5.437,7.0,0,0,0
8,23.813,2.0,0.0,0.002,48.0,0.0,0.573,4.0,16.0,5.437,7.0,0,0,0
9,23.813,2.0,0.0,0.002,48.0,0.0,0.521,4.0,16.0,13.488,14.0,0,0,0
10,29.507,3.0,0.0,0.002,48.0,0.0,0.572,4.0,11.0,22.409,19.0,0,0,0
11,42.175,6.0,0.0,0.002,48.0,0.0,0.634,4.0,7.0,36.948,25.0,0,0,0
12,53.552,8.0,0.0,0.002,48.0,0.0,0.716,4.0,3.0,49.224,29.0,0,0,0
13,66.018,10.0,1.0,0.002,48.0,0.0,0.8,4.0,1.0,56.888,31.0,0,0,0
14,75.108,12.0,3.0,0.002,48.0,0.0,0.815,4.0,1.0,59.859,32.0,0,0,0
15,84.269,14.0,6.0,0.002,48.0,0.0,0.879,4.0,1.0,59.859,32.0,0,0,0
16,84.269,14.0,6.0,0.002,48.0,0.0,0.881,4.0,0.0,66.734,34.0,0,0,0
17,89.177,16.0,6.0,0.002,48.0,0.0,0.881,4.0,0.0,66.734,34.0,0,0,0
18,89.177,16.0,6.0,0.002,48.0,0.0,0.803,4.0,0.0,67.321,35.0,0,0,0
19,71.601,16.0,7.0,0.002,48.0,0.0,0.89,4.0,0.0,69.907,36.0,0,0,0
20,94.437,15.0,6.0,0.002,50.0,0.0,0.816,4.0,0.0,72.956,37.0,0,0,0
21,93.188,17.0,4.0,0.002,50.0,0.0,0.827,3.0,0.0,73.855,38.0,0,0,0
22,82.011,18.0,5.0,0.002,50.0,0.0,0.875,3.0,0.0,73.855,38.0,0,0,0
23,54.409,12.0,5.0,2.844,56.0,0.0,1.107,4.0,2.0,73.855,38.0,0,0,0
24,81.568,12.0,4.0,5.669,57.0,0.0,1.173,4.0,3.0,73.855,38.0,0,0,0
25,81.568,12.0,4.0,5.669,57.0,0.0,1.235,4.0,3.0,73.855,38.0,0,0,0
26,81.568,12.0,4.0,5.669,57.0,0.0,1.379,4.0,1.0,73.855,40.0,0,0,0
27,81.568,12.0,4.0,5.669,57.0,0.0,1.379,4.0,1.0,73.855,40.0,0,0,0
28,84.632,16.0,0.0,5.669,57.0,0.0,1.382,4.0,0.0,73.855,41.0,0,0,0
29,84.632,16.0,0.0,5.669,57.0,0.0,1.446,4.0,0.0,73.855,41.0,0,0,0
30,84.632,16.0,0.0,5.669,57.0,0.0,1.296,3.0,0.0,77.215,42.0,0,0,0
31,96.392,18.0,0.0,5.669,57.0,0.0,1.346,3.0,0.0,77.215,42.0,0,0,0
32,96.392,18.0,0.0,5.669,57.0,0.0,1.395,3.0,0.0,77.215,42.0,0,0,0
33,96.392,18.0,0.0,5.669,57.0,0.0,1.445,3.0,0.0,77.215,42.0,0,0,0
34,70.946,18.0,0.0,13.773,59.0,0.0,1.491,3.0,0.0,77.215,42.0,0,0,0
35,62.491,13.0,0.0,30.567,65.0,0.0,1.038,4.0,0.0,77.216,43.0,0,0,0
36,64.749,15.0,0.0,35.664,66.0,0.0,1.038,4.0,0.0,77.216,43.0,0,0,0
37,64.749,15.0,0.0,35.664,66.0,0.0,0.909,4.0,0.0,81.192,44.0,0,0,0
38,42.265,8.0,0.0,43.566,74.0,0.0,0.683,4.0,1.0,84.695,45.0,0,0,0
39,32.934,9.0,0.0,48.567,77.0,0.0,0.755,4.0,5.0,84.695,45.0,0,0,0
40,16.386,7.0,0.0,59.184,81.0,0.0,0.81,4.0,7.0,84.695,47.0,0,0,0
41,17.182,8.0,0.0,59.184,83.0,0.0,0.881,4.0,10.0,84.695,47.0,0,0,0
42,13.756,9.0,0.0,59.184,86.0,0.0,0.969,4.0,10.0,85.153,49.0,0,0,0
43,6.702,6.0,0.0,59.184,93.0,0.0,1.036,4.0,14.0,85.153,49.0,0,0,0
44,12.164,7.0,0.0,59.184,93.0,0.0,1.373,4.0,11.0,92.045,52.0,0,0,0
45,12.164,7.0,0.0,59.184,93.0,0.0,1.373,4.0,11.0,92.045,52.0,0,0,0
46,10.944,6.0,0.0,59.184,99.0,0.0,1.131,4.0,14.0,97.352,53.0,0,0,0
47,7.145,5.0,0.0,59.184,100.0,0.0,1.197,4.0,15.0,97.352,53.0,0,0,0
48,10.299,4.0,0.0,59.184,102.0,0.0,1.262,4.0,17.0,97.352,53.0,0,0,0
49,9.594,4.0,0.0,59.185,107.0,0.0,0.849,4.0,18.0,108.418,55.0,0,0,0
50,5.754,4.0,0.0,59.185,108.0,0.0,0.92,4.0,18.0,108.418,55.0,0,0,0
51,6.792,5.0,0.0,59.185,109.0,0.0,1.029,4.0,17.0,116.827,56.0,0,0,0
52,7.861,6.0,0.0,59.185,110.0,0.0,1.413,4.0,13.0,155.729,60.0,0,0,0
53,32.722,6.0,0.0,59.185,112.0,0.0,1.083,4.0,15.0,165.142,61.0,0,0,0
54,43.283,6.0,0.0,59.185,113.0,0.0,1.083,4.0,15.0,165.142,61.0,0,0,0
55,43.283,6.0,0.0,59.185,113.0,0.0,1.511,4.0,14.0,186.751,63.0,0,0,0
56,52.414,7.0,0.0,59.185,113.0,0.0,1.217,4.0,12.0,201.897,65.0,0,0,0
57,35.11,7.0,0.0,59.185,113.0,0.0,0.945,4.0,8.0,245.474,69.0,0,0,0
58,59.115,10.0,0.0,59.185,113.0,0.0,0.946,4.0,5.0,284.71,73.0,0,0,0
59,68.588,10.0,3.0,59.185,113.0,0.0,0.99,4.0,1.0,313.379,77.0,0,0,0
60,74.363,15.0,1.0,59.185,113.0,0.0,1.102,4.0,0.0,325.976,80.0,0,0,0
61,74.363,15.0,1.0,59.185,113.0,0.0,1.163,4.0,0.0,336.658,81.0,0,0,0
62,86.869,16.0,6.0,59.185,113.0,0.0,1.233,4.0,0.0,336.658,82.0,0,0,0
63,92.563,17.0,6.0,59.185,113.0,0.0,1.18,3.0,0.0,336.658,83.0,0,0,0
64,92.563,17.0,6.0,59.185,113.0,0.0,1.18,3.0,0.0,336.658,83.0,0,0,0
65,94.538,18.0,5.0,59.185,113.0,0.0,1.1,2.0,0.0,336.658,84.0,0,0,0
66,94.538,18.0,5.0,59.185,113.0,0.0,0.579,1.0,0.0,337.669,85.0,0,0,0
67,93.147,20.0,6.0,59.185,113.0,0.0,0.6,1.0,0.0,337.669,85.0,0,0,0
68,82.415,19.0,7.0,59.185,114.0,0.0,0.621,1.0,0.0,337.669,85.0,0,0,0
69,99.879,18.0,7.0,60.564,116.0,0.0,0.643,1.0,0.0,337.669,85.0,0,0,0
70,73.708,15.0,8.0,61.942,119.0,0.0,0.704,2.0,0.0,337.669,85.0,0,0,0
71,99.002,16.0,7.0,61.942,119.0,0.0,0.773,1.0,0.0,337.669,87.0,0,0,0
72,69.455,14.0,9.0,70.618,121.0,0.0,0.794,1.0,0.0,337.669,87.0,0,0,0
73,69.455,14.0,9.0,70.618,121.0,0.0,0.794,1.0,0.0,337.669,87.0,0,0,0
74,58.178,11.0,11.0,71.997,124.0,0.0,0.851,2.0,0.0,337.669,87.0,0,0,0
75,79.905,10.0,10.0,73.679,126.0,0.0,1.314,2.0,0.0,337.669,88.0,0,0,0
76,79.905,10.0,10.0,73.679,126.0,0.0,1.352,2.0,0.0,337.669,88.0,0,0,0
77,79.905,10.0,10.0,73.679,126.0,0.0,1.389,2.0,0.0,337.669,88.0,0,0,0
78,83.1,13.0,7.0,73.679,126.0,0.0,1.427,2.0,0.0,337.669,88.0,0,0,0
79,83.1,13.0,7.0,73.679,126.0,0.0,1.465,2.0,0.0,337.669,88.0,0,0,0
80,93.46,18.0,3.0,73.679,126.0,0.0,0.926,1.0,0.0,337.669,89.0,0,0,0
81,93.46,18.0,3.0,73.679,126.0,0.0,0.0,0.0,0.0,337.669,90.0,0,0,0
82,93.46,18.0,3.0,73.679,126.0,0.0,0.0,0.0,0.0,337.669,90.0,0,0,0
83,93.46,18.0,3.0,73.679,126.0,0.0,0.0,0.0,0.0,337.669,90.0,0,0,0
84,93.359,21.0,0.0,73.679,126.0,0.0,0.0,0.0,0.0,337.669,90.0,0,0,0
85,96.382,22.0,0.0,73.679,126.0,0.0,0.0,0.0,0.0,337.669,90.0,0,0,0
86,84.924,21.0,0.0,83.033,127.0,0.0,0.0,0.0,0.0,337.669,90.0,0,0,0
87,77.194,20.0,0.0,93.031,129.0,0.0,0.248,1.0,0.0,337.669,90.0,0,0,0
88,70.11,18.0,0.0,109.713,132.0,0.0,0.431,1.0,0.0,337.669,91.0,0,0,0
89,82.656,20.0,0.0,109.713,132.0,0.0,0.452,1.0,0.0,337.669,91.0,0,0,0
90,68.659,18.0,0.0,109.713,135.0,0.0,1.027,3.0,0.0,337.669,91.0,0,0,0
91,62.249,17.0,0.0,109.713,137.0,0.0,0.977,2.0,0.0,337.669,93.0,0,0,0
92,62.249,17.0,0.0,109.713,137.0,0.0,0.977,2.0,0.0,337.669,93.0,0,0,0
93,73.123,18.0,0.0,109.713,137.0,0.0,1.015,2.0,0.0,337.669,93.0,0,0,0
94,59.962,18.0,0.0,120.956,139.0,0.0,1.857,4.0,0.0,337.669,94.0,0,0,0
95,49.904,16.0,0.0,139.159,141.0,0.0,1.923,4.0,0.0,337.669,94.0,0,0,0
96,48.524,15.0,0.0,139.159,142.0,0.0,2.147,4.0,1.0,337.669,96.0,0,0,0
97,62.713,16.0,0.0,139.159,142.0,0.0,1.482,4.0,0.0,337.669,97.0,0,0,0
98,57.261,16.0,0.0,146.487,143.0,0.0,1.549,4.0,1.0,337.669,98.0,0,0,0
99,57.916,17.0,0.0,146.487,143.0,0.0,0.958,3.0,0.0,338.357,99.0,0,0,0
100,80.107,16.0,0.0,152.081,145.0,0.0,1.264,4.0,0.0,338.357,99.0,0,0,0
101,58.38,15.0,0.0,164.346,146.0,0.0,1.284,4.0,0.0,338.696,100.0,0,0,0
102,58.38,15.0,0.0,164.346,146.0,0.0,1.284,4.0,0.0,338.696,100.0,0,0,0
103,64.164,17.0,0.0,164.346,146.0,0.0,1.349,4.0,0.0,338.696,100.0,0,0,0
