t_s,orch_kv_pct,orch_running,orch_waiting,orch_queue_time_cum_s,orch_requests_done_cum,orch_preemptions_cum,worker_kv_pct,worker_running,worker_waiting,worker_queue_time_cum_s,worker_requests_done_cum,client_arrivals_cum,client_completions_cum,client_in_flight
0,10.44,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1,13.867,19.0,0.0,0.001,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2,15.943,20.0,0.0,0.001,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3,15.137,26.0,0.0,0.002,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4,14.431,21.0,0.0,0.002,28.0,0.0,0.491,4.0,2.0,0.0,0.0,0,0,0
5,16.658,21.0,0.0,0.002,28.0,0.0,0.534,4.0,2.0,0.0,1.0,0,0,0
6,14.895,15.0,0.0,0.002,34.0,0.0,0.519,4.0,2.0,0.0,4.0,0,0,0
7,29.185,7.0,0.0,0.003,43.0,0.0,0.587,4.0,1.0,2.984,8.0,0,0,0
8,49.138,10.0,0.0,0.003,43.0,0.0,0.699,4.0,2.0,5.607,11.0,0,0,0
9,49.138,10.0,0.0,0.003,43.0,0.0,0.699,4.0,2.0,5.607,11.0,0,0,0
10,49.138,10.0,0.0,0.003,43.0,0.0,0.799,4.0,2.0,6.095,12.0,0,0,0
11,58.712,12.0,5.0,0.003,43.0,0.0,0.78,4.0,2.0,6.095,13.0,0,0,0
12,67.701,14.0,4.0,0.003,43.0,0.0,0.788,4.0,1.0,6.464,14.0,0,0,0
13,76.902,17.0,4.0,0.003,43.0,0.0,0.711,3.0,0.0,7.653,16.0,0,0,0
14,88.864,19.0,4.0,0.003,43.0,0.0,0.757,3.0,0.0,12.214,18.0,0,0,0
15,88.864,19.0,4.0,0.003,43.0,0.0,0.808,3.0,0.0,12.214,18.0,0,0,0
16,95.062,24.0,0.0,0.003,43.0,0.0,0.857,3.0,0.0,12.214,18.0,0,0,0
17,80.177,22.0,0.0,1.393,45.0,0.0,0.873,3.0,0.0,12.214,19.0,0,0,0
18,99.929,17.0,0.0,4.369,51.0,0.0,0.873,3.0,0.0,12.214,19.0,0,0,0
19,99.929,17.0,0.0,4.369,51.0,0.0,0.919,3.0,0.0,12.214,19.0,0,0,0
20,99.929,17.0,0.0,4.369,51.0,0.0,0.969,3.0,0.0,12.214,19.0,0,0,0
21,83.221,19.0,1.0,4.369,51.0,0.0,1.021,3.0,0.0,12.214,20.0,0,0,0
22,54.721,12.0,2.0,9.133,58.0,0.0,1.339,4.0,2.0,12.214,20.0,0,0,0
23,50.761,11.0,3.0,10.538,59.0,0.0,1.19,4.0,3.0,14.061,21.0,0,0,0
24,78.071,11.0,2.0,13.333,60.0,0.0,1.257,4.0,4.0,14.061,21.0,0,0,0
25,78.071,11.0,2.0,13.333,60.0,0.0,1.503,4.0,3.0,14.947,22.0,0,0,0
26,78.071,11.0,2.0,13.333,60.0,0.0,1.467,4.0,2.0,14.947,23.0,0,0,0
27,77.477,12.0,0.0,13.333,61.0,0.0,1.467,4.0,2.0,14.947,23.0,0,0,0
28,77.477,12.0,0.0,13.333,61.0,0.0,1.448,4.0,1.0,14.947,24.0,0,0,0
29,77.477,12.0,0.0,13.333,61.0,0.0,1.512,4.0,1.0,14.947,24.0,0,0,0
30,77.477,12.0,0.0,13.333,61.0,0.0,1.523,4.0,0.0,18.094,25.0,0,0,0
31,72.801,15.0,0.0,13.333,61.0,0.0,1.36,3.0,0.0,22.149,26.0,0,0,0
32,72.801,15.0,0.0,13.333,61.0,0.0,1.027,2.0,0.0,25.499,27.0,0,0,0
33,68.709,19.0,0.0,13.333,61.0,0.0,0.293,1.0,0.0,25.499,28.0,0,0,0
34,74.604,16.0,0.0,17.301,66.0,0.0,0.475,2.0,0.0,25.499,28.0,0,0,0
35,55.457,15.0,0.0,17.301,70.0,0.0,0.47,2.0,0.0,31.603,29.0,0,0,0
36,50.126,16.0,0.0,19.368,74.0,0.0,0.47,2.0,0.0,31.603,29.0,0,0,0
37,50.126,16.0,0.0,19.368,74.0,0.0,0.738,4.0,0.0,31.603,29.0,0,0,0
38,39.02,13.0,0.0,19.445,77.0,0.0,0.807,4.0,4.0,31.603,29.0,0,0,0
39,19.954,12.0,0.0,24.872,83.0,0.0,1.046,4.0,7.0,31.603,30.0,0,0,0
40,14.562,10.0,0.0,24.872,86.0,0.0,0.965,4.0,9.0,31.603,31.0,0,0,0
41,28.913,7.0,0.0,24.872,92.0,0.0,1.031,4.0,10.0,31.603,31.0,0,0,0
42,44.14,9.0,0.0,24.872,92.0,0.0,1.056,4.0,9.0,31.603,32.0,0,0,0
43,44.14,9.0,0.0,24.872,92.0,0.0,0.708,4.0,6.0,40.42,35.0,0,0,0
44,53.21,9.0,2.0,24.872,93.0,0.0,0.78,4.0,6.0,40.42,36.0,0,0,0
45,49.541,10.0,0.0,24.872,94.0,0.0,0.851,4.0,6.0,40.42,36.0,0,0,0
46,49.541,10.0,0.0,24.872,94.0,0.0,0.851,4.0,6.0,40.42,36.0,0,0,0
47,43.253,13.0,0.0,24.872,94.0,0.0,1.079,4.0,4.0,50.222,38.0,0,0,0
48,42.195,16.0,0.0,24.872,94.0,0.0,1.148,4.0,4.0,50.222,38.0,0,0,0
49,52.575,11.0,0.0,25.637,100.0,0.0,1.498,4.0,3.0,57.282,39.0,0,0,0
50,76.187,16.0,0.0,25.637,101.0,0.0,1.434,4.0,2.0,71.036,41.0,0,0,0
51,78.918,19.0,0.0,25.637,102.0,0.0,1.092,4.0,1.0,78.792,42.0,0,0,0
52,78.918,19.0,0.0,25.637,102.0,0.0,1.168,4.0,1.0,95.521,44.0,0,0,0
53,58.984,21.0,0.0,25.637,102.0,0.0,1.036,4.0,0.0,106.768,46.0,0,0,0
54,51.295,20.0,0.0,25.637,108.0,0.0,1.144,4.0,1.0,107.932,47.0,0,0,0
55,51.295,20.0,0.0,25.637,108.0,0.0,1.144,4.0,1.0,107.932,47.0,0,0,0
56,51.567,21.0,0.0,25.637,110.0,0.0,1.835,4.0,0.0,107.932,48.0,0,0,0
57,43.727,19.0,0.0,25.637,112.0,0.0,1.901,4.0,0.0,107.932,48.0,0,0,0
58,38.224,17.0,0.0,25.637,114.0,0.0,1.956,4.0,1.0,107.932,50.0,0,0,0
59,49.461,16.0,0.0,25.637,116.0,0.0,2.319,4.0,1.0,107.932,51.0,0,0,0
60,49.461,16.0,0.0,25.637,116.0,0.0,2.382,4.0,1.0,107.932,51.0,0,0,0
61,35.07,18.0,0.0,25.637,116.0,0.0,2.082,4.0,0.0,113.877,52.0,0,0,0
62,40.29,19.0,0.0,25.637,116.0,0.0,2.146,4.0,0.0,113.877,52.0,0,0,0
63,31.603,13.0,0.0,25.637,122.0,0.0,2.212,4.0,1.0,113.877,52.0,0,0,0
64,31.603,13.0,0.0,25.637,122.0,0.0,2.212,4.0,1.0,113.877,52.0,0,0,0
65,55.911,14.0,0.0,25.637,122.0,0.0,1.694,4.0,0.0,114.94,53.0,0,0,0
66,55.911,14.0,0.0,25.637,122.0,0.0,1.72,3.0,0.0,116.075,54.0,0,0,0
67,68.528,17.0,3.0,25.637,122.0,0.0,1.767,3.0,0.0,116.075,54.0,0,0,0
68,68.528,17.0,3.0,25.637,122.0,0.0,0.885,2.0,0.0,117.204,55.0,0,0,0
69,68.528,17.0,3.0,25.637,122.0,0.0,0.923,2.0,0.0,117.204,55.0,0,0,0
70,77.668,18.0,2.0,25.637,122.0,0.0,0.653,1.0,0.0,117.204,56.0,0,0,0
71,77.668,18.0,2.0,25.637,122.0,0.0,0.673,1.0,0.0,117.204,56.0,0,0,0
72,78.323,21.0,0.0,25.637,122.0,0.0,0.695,1.0,0.0,117.204,56.0,0,0,0
73,83.866,22.0,0.0,25.637,123.0,0.0,0.695,1.0,0.0,117.204,56.0,0,0,0
74,83.866,22.0,0.0,25.637,123.0,0.0,0.715,1.0,0.0,117.204,56.0,0,0,0
75,62.925,15.0,0.0,25.638,130.0,0.0,0.735,1.0,0.0,117.204,56.0,0,0,0
76,73.566,17.0,0.0,25.638,132.0,0.0,0.0,0.0,0.0,119.818,57.0,0,0,0
77,93.681,20.0,0.0,25.638,133.0,0.0,0.0,0.0,0.0,119.818,57.0,0,0,0
78,79.623,20.0,2.0,25.638,134.0,0.0,0.0,0.0,0.0,119.818,57.0,0,0,0
79,87.605,15.0,4.0,32.203,140.0,0.0,0.595,2.0,0.0,119.818,57.0,0,0,0
80,87.605,15.0,4.0,32.203,140.0,0.0,0.634,2.0,0.0,119.818,57.0,0,0,0
81,87.605,15.0,4.0,32.203,140.0,0.0,0.672,2.0,0.0,119.818,57.0,0,0,0
82,73.496,15.0,4.0,32.203,140.0,0.0,1.244,2.0,0.0,119.818,59.0,0,0,0
83,73.496,15.0,4.0,32.203,140.0,0.0,1.244,2.0,0.0,119.818,59.0,0,0,0
84,92.371,17.0,2.0,32.203,140.0,0.0,0.727,1.0,0.0,119.818,59.0,0,0,0
85,92.371,17.0,2.0,32.203,140.0,0.0,0.749,1.0,0.0,119.818,59.0,0,0,0
86,92.371,17.0,2.0,32.203,140.0,0.0,0.0,0.0,0.0,119.818,60.0,0,0,0
87,98.902,22.0,0.0,32.203,140.0,0.0,0.0,0.0,0.0,119.818,60.0,0,0,0
88,98.902,22.0,0.0,32.203,140.0,0.0,0.0,0.0,0.0,119.818,60.0,0,0,0
89,81.87,22.0,0.0,32.203,141.0,0.0,0.0,0.0,0.0,119.818,60.0,0,0,0
90,80.198,21.0,1.0,37.054,142.0,0.0,0.0,0.0,0.0,119.818,60.0,0,0,0
91,71.793,16.0,5.0,40.26,147.0,0.0,0.434,1.0,0.0,119.818,60.0,0,0,0
92,71.793,16.0,5.0,40.26,147.0,0.0,0.434,1.0,0.0,119.818,60.0,0,0,0
93,85.337,14.0,4.0,43.981,150.0,0.0,1.124,4.0,1.0,119.818,60.0,0,0,0
94,89.65,18.0,0.0,43.981,150.0,0.0,1.137,4.0,0.0,119.818,61.0,0,0,0
95,89.65,18.0,0.0,43.981,150.0,0.0,0.799,3.0,0.0,119.818,63.0,0,0,0
96,71.732,20.0,0.0,43.981,151.0,0.0,0.399,2.0,0.0,119.818,64.0,0,0,0
97,68.981,19.0,0.0,43.981,154.0,0.0,0.702,4.0,0.0,119.818,64.0,0,0,0
98,50.247,17.0,0.0,46.464,159.0,0.0,0.646,4.0,1.0,119.818,65.0,0,0,0
99,57.866,15.0,0.0,51.248,163.0,0.0,0.678,4.0,2.0,121.153,66.0,0,0,0
100,33.579,15.0,0.0,53.001,167.0,0.0,0.956,4.0,3.0,121.153,67.0,0,0,0
101,50.721,13.0,0.0,53.001,170.0,0.0,0.956,4.0,3.0,121.153,67.0,0,0,0
102,50.721,13.0,0.0,53.001,170.0,0.0,1.257,4.0,3.0,121.153,68.0,0,0,0
103,64.013,16.0,0.0,53.001,170.0,0.0,1.036,4.0,3.0,123.274,69.0,0,0,0
104,47.324,16.0,0.0,53.001,170.0,0.0,1.107,4.0,3.0,123.274,69.0,0,0,0
105,36.995,12.0,0.0,53.001,174.0,0.0,1.171,4.0,4.0,123.274,69.0,0,0,0
106,49.078,15.0,0.0,56.441,178.0,0.0,1.237,4.0,4.0,123.274,69.0,0,0,0
107,63.449,16.0,0.0,56.441,179.0,0.0,1.479,4.0,2.0,125.47,71.0,0,0,0
108,71.944,18.0,2.0,56.441,179.0,0.0,1.272,4.0,1.0,131.586,72.0,0,0,0
109,78.313,19.0,1.0,56.441,179.0,0.0,1.287,3.0,1.0,137.61,73.0,0,0,0
110,78.313,19.0,1.0,56.441,179.0,0.0,1.287,3.0,1.0,137.61,73.0,0,0,0
111,78.313,19.0,1.0,56.441,179.0,0.0,1.491,4.0,0.0,137.61,73.0,0,0,0
112,49.743,16.0,0.0,57.847,186.0,0.0,1.503,4.0,2.0,143.269,74.0,0,0,0
113,82.294,17.0,1.0,57.847,187.0,0.0,1.581,4.0,3.0,143.531,75.0,0,0,0
114,73.627,18.0,0.0,57.847,187.0,0.0,1.271,4.0,2.0,144.721,76.0,0,0,0
115,72.125,18.0,0.0,57.944,189.0,0.0,1.336,4.0,2.0,144.721,76.0,0,0,0
116,73.304,20.0,0.0,57.944,191.0,0.0,1.326,4.0,1.0,145.816,77.0,0,0,0
117,55.971,18.0,0.0,57.944,194.0,0.0,1.235,4.0,1.0,147.679,78.0,0,0,0
118,75.622,17.0,1.0,58.037,196.0,0.0,1.505,4.0,2.0,151.492,79.0,0,0,0
119,63.378,20.0,0.0,59.475,198.0,0.0,1.008,4.0,1.0,160.638,81.0,0,0,0
120,63.378,20.0,0.0,59.475,198.0,0.0,1.008,4.0,1.0,160.638,81.0,0,0,0
121,49.572,18.0,0.0,59.563,200.0,0.0,1.075,4.0,1.0,160.638,81.0,0,0,0
122,47.435,19.0,0.0,59.563,202.0,0.0,1.144,4.0,1.0,160.638,81.0,0,0,0
123,63.963,19.0,0.0,59.563,203.0,0.0,1.49,4.0,0.0,161.859,82.0,0,0,0
124,50.902,20.0,0.0,59.563,204.0,0.0,1.556,4.0,1.0,161.859,82.0,0,0,0
