t_s,orch_kv_pct,orch_running,orch_waiting,orch_queue_time_cum_s,orch_requests_done_cum,orch_preemptions_cum,worker_kv_pct,worker_running,worker_waiting,worker_queue_time_cum_s,worker_requests_done_cum,client_arrivals_cum,client_completions_cum,client_in_flight
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0,100
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0,100
2,5.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0,100
3,5.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0,100
4,13.575,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0,100
5,32.127,99.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0,100
6,33.911,77.0,0.0,0.004,25.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0,100
7,23.904,48.0,0.0,0.019,78.0,0.0,0.0,0.0,0.0,0.0,0.0,106,6,100
8,34.989,84.0,0.0,0.019,78.0,0.0,0.0,0.0,0.0,0.0,0.0,110,10,100
9,47.647,121.0,0.0,0.019,80.0,0.0,0.0,0.0,0.0,0.0,0.0,110,10,100
10,49.098,130.0,0.0,0.023,100.0,0.0,0.425,1.0,0.0,0.0,0.0,110,10,100
11,56.263,140.0,0.0,0.024,109.0,0.0,0.447,1.0,0.0,0.0,0.0,110,10,100
12,58.48,133.0,0.0,0.024,123.0,0.0,0.447,1.0,0.0,0.0,0.0,111,11,100
13,58.48,133.0,0.0,0.024,123.0,0.0,0.526,4.0,8.0,0.0,0.0,112,12,100
14,59.871,125.0,0.0,0.024,132.0,0.0,0.532,4.0,19.0,0.0,1.0,112,12,100
15,64.99,125.0,0.0,0.024,133.0,0.0,0.595,4.0,19.0,0.0,1.0,112,12,100
16,67.913,125.0,0.0,0.024,135.0,0.0,0.541,4.0,19.0,1.168,4.0,113,13,100
17,78.494,126.0,0.0,0.024,136.0,0.0,0.527,4.0,18.0,3.855,6.0,113,13,100
18,84.974,125.0,0.0,0.024,137.0,0.0,0.543,4.0,19.0,10.361,8.0,113,13,100
19,84.853,114.0,0.0,0.024,149.0,0.0,0.507,4.0,28.0,17.119,10.0,113,13,100
20,70.281,90.0,0.0,0.025,174.0,0.0,0.545,4.0,49.0,30.136,12.0,113,13,100
21,70.281,90.0,0.0,0.025,174.0,0.0,0.545,4.0,49.0,30.136,12.0,113,13,100
22,74.846,89.0,0.0,0.025,177.0,0.0,0.564,4.0,54.0,34.676,13.0,113,13,100
23,28.862,26.0,0.0,0.027,240.0,0.0,0.508,4.0,71.0,55.09,16.0,113,13,100
24,12.627,5.0,0.0,0.027,262.0,0.0,0.535,4.0,136.0,62.89,17.0,113,13,100
25,10.944,3.0,0.0,0.027,266.0,0.0,0.504,4.0,138.0,90.702,20.0,114,14,100
26,1.995,1.0,0.0,0.027,272.0,0.0,0.521,4.0,137.0,123.396,23.0,115,15,100
27,4.575,1.0,0.0,0.027,274.0,0.0,0.565,4.0,139.0,144.113,25.0,115,15,100
28,12.587,3.0,0.0,0.027,275.0,0.0,0.562,4.0,138.0,185.58,29.0,115,15,100
29,16.87,5.0,0.0,0.027,275.0,0.0,0.562,4.0,138.0,185.58,29.0,115,15,100
30,16.87,5.0,0.0,0.027,275.0,0.0,0.521,4.0,131.0,276.369,38.0,115,15,100
31,35.01,8.0,0.0,0.027,275.0,0.0,0.551,4.0,125.0,348.123,45.0,115,15,100
32,48.0,11.0,0.0,0.027,275.0,0.0,0.579,4.0,119.0,414.097,51.0,115,15,100
33,66.915,14.0,0.0,0.027,275.0,0.0,0.536,4.0,112.0,507.302,59.0,115,15,100
34,87.141,20.0,0.0,0.027,275.0,0.0,0.565,4.0,106.0,583.572,65.0,115,15,100
35,86.96,21.0,0.0,0.027,275.0,0.0,0.098,4.0,100.0,697.225,74.0,115,15,100
36,99.879,24.0,3.0,0.027,275.0,0.0,0.507,4.0,90.0,828.694,84.0,115,15,100
37,88.632,23.0,10.0,0.027,276.0,0.0,0.108,4.0,85.0,926.181,91.0,115,15,100
38,88.632,23.0,10.0,0.027,276.0,0.0,0.108,4.0,85.0,926.181,91.0,115,15,100
39,99.526,23.0,14.0,0.027,277.0,0.0,0.097,4.0,75.0,1073.118,101.0,115,15,100
40,99.486,24.0,15.0,0.027,279.0,0.0,0.095,4.0,66.0,1231.514,111.0,115,15,100
41,93.772,24.0,16.0,0.027,280.0,0.0,0.098,4.0,58.0,1383.285,119.0,115,15,100
42,96.775,23.0,14.0,3.573,283.0,0.0,0.093,4.0,48.0,1544.37,129.0,115,15,100
43,93.47,21.0,14.0,4.049,287.0,0.0,0.515,4.0,41.0,1676.651,136.0,115,15,100
44,95.626,23.0,14.0,4.049,287.0,0.0,0.533,4.0,35.0,1795.977,142.0,115,15,100
45,88.985,22.0,15.0,7.288,289.0,0.0,0.549,4.0,28.0,1941.493,149.0,115,15,100
46,99.405,23.0,12.0,13.076,291.0,0.0,0.579,4.0,24.0,2049.188,154.0,115,15,100
47,94.024,21.0,12.0,13.076,295.0,0.0,0.579,4.0,24.0,2049.188,154.0,115,15,100
48,94.024,21.0,12.0,13.076,295.0,0.0,0.59,4.0,20.0,2137.998,158.0,115,15,100
49,97.017,21.0,12.0,17.189,297.0,0.0,0.573,4.0,16.0,2246.281,163.0,115,15,100
50,94.961,23.0,11.0,17.189,297.0,0.0,0.669,4.0,15.0,2269.194,164.0,115,15,100
51,90.719,22.0,10.0,33.926,300.0,0.0,0.763,4.0,13.0,2312.999,166.0,115,15,100
52,88.209,21.0,12.0,58.026,303.0,0.0,0.787,4.0,12.0,2334.519,167.0,115,15,100
53,99.426,22.0,11.0,61.993,305.0,0.0,0.853,4.0,13.0,2334.519,167.0,115,15,100
54,98.629,21.0,15.0,71.651,308.0,0.0,0.802,4.0,19.0,2379.164,169.0,115,15,100
55,96.755,21.0,15.0,83.294,310.0,0.0,0.814,4.0,22.0,2402.014,170.0,115,15,100
56,98.771,22.0,41.0,91.911,313.0,0.0,0.848,4.0,30.0,2426.708,171.0,115,15,100
57,98.771,22.0,41.0,91.911,313.0,0.0,0.848,4.0,30.0,2426.708,171.0,115,15,100
58,94.649,21.0,45.0,123.16,317.0,0.0,0.931,4.0,33.0,2450.398,172.0,115,15,100
59,97.581,24.0,43.0,123.16,317.0,0.0,0.819,4.0,32.0,2472.375,173.0,115,15,100
60,99.99,26.0,47.0,130.841,318.0,0.0,0.694,4.0,32.0,2545.289,176.0,115,15,100
61,98.982,23.0,52.0,151.924,322.0,1.0,0.757,4.0,34.0,2545.289,176.0,115,15,100
62,98.982,23.0,52.0,151.924,322.0,1.0,0.821,4.0,34.0,2545.289,176.0,115,15,100
63,90.053,22.0,56.0,164.946,324.0,1.0,0.917,3.0,36.0,2591.795,178.0,115,15,100
64,97.934,22.0,61.0,172.543,325.0,1.0,1.101,4.0,35.0,2614.378,179.0,115,15,100
65,96.261,22.0,61.0,179.113,326.0,1.0,1.167,4.0,36.0,2614.378,179.0,115,15,100
66,96.261,22.0,61.0,179.113,326.0,1.0,1.167,4.0,36.0,2614.378,179.0,115,15,100
67,98.68,23.0,59.0,185.834,327.0,1.0,1.238,4.0,37.0,2614.378,179.0,115,15,100
68,85.387,21.0,59.0,192.799,329.0,1.0,1.307,4.0,38.0,2614.378,179.0,116,16,100
69,95.566,20.0,58.0,203.545,331.0,1.0,1.178,4.0,37.0,2631.245,180.0,116,16,100
70,96.251,21.0,56.0,207.377,332.0,1.0,1.243,4.0,38.0,2631.245,180.0,116,16,100
71,95.072,22.0,56.0,207.377,332.0,1.0,1.313,4.0,38.0,2631.245,180.0,116,16,100
72,98.347,22.0,55.0,211.208,333.0,1.0,1.256,4.0,38.0,2646.483,181.0,117,17,100
73,90.97,22.0,55.0,215.46,334.0,1.0,1.356,4.0,38.0,2661.766,182.0,117,17,100
74,91.182,22.0,56.0,218.941,335.0,1.0,1.356,4.0,38.0,2661.766,182.0,118,18,100
75,91.182,22.0,56.0,218.941,335.0,1.0,2.363,4.0,36.0,2702.914,184.0,118,18,100
76,99.929,21.0,57.0,237.753,337.0,1.0,2.203,4.0,36.0,2727.237,185.0,118,18,100
77,99.153,22.0,56.0,237.753,337.0,1.0,2.27,4.0,36.0,2727.237,185.0,119,19,100
78,97.168,22.0,55.0,254.515,339.0,1.0,1.601,3.0,36.0,2747.918,186.0,119,19,100
79,96.936,21.0,53.0,273.46,342.0,1.0,1.936,4.0,38.0,2767.618,187.0,120,20,100
80,89.56,20.0,51.0,301.324,346.0,1.0,2.003,4.0,38.0,2767.618,187.0,120,20,100
81,99.899,22.0,49.0,301.324,346.0,1.0,1.971,4.0,37.0,2792.148,188.0,120,21,99
82,99.919,23.0,48.0,301.324,346.0,1.0,2.038,4.0,37.0,2792.148,188.0,121,21,100
83,99.919,23.0,48.0,301.324,346.0,1.0,2.038,4.0,37.0,2792.148,188.0,121,21,100
84,90.336,22.0,50.0,301.324,346.0,2.0,2.103,4.0,37.0,2792.148,188.0,122,22,100
85,86.798,21.0,51.0,322.963,347.0,2.0,1.558,4.0,36.0,2815.376,189.0,122,22,100
86,97.823,21.0,50.0,331.951,348.0,2.0,1.642,4.0,35.0,2836.383,190.0,122,22,100
87,87.403,21.0,51.0,331.951,348.0,2.0,1.708,4.0,35.0,2836.383,190.0,122,22,100
88,99.879,21.0,50.0,338.214,349.0,2.0,1.771,4.0,35.0,2836.383,190.0,122,22,100
89,99.889,22.0,49.0,338.214,349.0,2.0,0.964,4.0,34.0,2886.518,192.0,123,23,100
90,98.418,22.0,49.0,354.727,350.0,2.0,1.03,4.0,34.0,2886.518,192.0,123,23,100
91,79.573,19.0,48.0,418.633,354.0,2.0,1.257,4.0,33.0,2987.503,195.0,123,23,100
92,93.319,20.0,47.0,418.633,354.0,2.0,1.257,4.0,33.0,2987.503,195.0,124,24,100
