t_s,orch_kv_pct,orch_running,orch_waiting,orch_queue_time_cum_s,orch_requests_done_cum,orch_preemptions_cum,worker_kv_pct,worker_running,worker_waiting,worker_queue_time_cum_s,worker_requests_done_cum,client_arrivals_cum,client_completions_cum,client_in_flight
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0,100
1,4.998,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0,100
2,4.998,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0,100
3,14.633,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0,100
4,34.264,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0,100
5,30.767,81.0,0.0,0.003,19.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0,100
6,27.824,64.0,0.0,0.016,73.0,0.0,0.0,0.0,0.0,0.0,0.0,105,5,100
7,41.731,117.0,0.0,0.017,77.0,0.0,0.0,0.0,0.0,0.0,0.0,109,9,100
8,48.493,121.0,0.0,0.017,77.0,0.0,0.0,0.0,0.0,0.0,0.0,110,10,100
9,46.407,104.0,0.0,0.019,96.0,0.0,0.0,0.0,0.0,0.0,0.0,110,10,100
10,50.892,109.0,0.0,0.022,108.0,0.0,0.0,0.0,0.0,0.0,0.0,110,10,100
11,50.892,109.0,0.0,0.022,108.0,0.0,0.0,0.0,0.0,0.0,0.0,111,11,100
12,57.17,116.0,0.0,0.022,116.0,0.0,0.0,0.0,0.0,0.0,0.0,112,12,100
13,67.288,140.0,0.0,0.022,116.0,0.0,0.513,4.0,3.0,0.0,0.0,112,12,100
14,71.077,135.0,0.0,0.022,123.0,0.0,0.514,4.0,4.0,0.0,3.0,112,12,100
15,74.06,127.0,0.0,0.022,134.0,0.0,0.54,4.0,18.0,1.44,5.0,112,12,100
16,76.751,126.0,0.0,0.022,136.0,0.0,0.606,4.0,18.0,1.44,5.0,112,12,100
17,84.168,125.0,0.0,0.022,138.0,0.0,0.631,4.0,19.0,3.042,6.0,113,13,100
18,84.39,117.0,0.0,0.022,146.0,0.0,0.559,4.0,23.0,7.679,9.0,113,13,100
19,81.185,103.0,0.0,0.023,161.0,0.0,0.598,4.0,41.0,15.23,11.0,113,13,100
20,81.185,103.0,0.0,0.023,161.0,0.0,0.598,4.0,41.0,15.23,11.0,113,13,100
21,36.521,42.0,0.0,0.024,222.0,0.0,0.539,4.0,67.0,21.112,13.0,113,13,100
22,26.454,23.0,0.0,0.024,243.0,0.0,0.605,4.0,120.0,21.112,13.0,113,13,100
23,12.698,7.0,0.0,0.024,260.0,0.0,0.545,4.0,135.0,35.852,16.0,113,13,100
24,11.085,3.0,0.0,0.025,266.0,0.0,0.562,4.0,139.0,51.328,18.0,113,13,100
25,8.909,2.0,0.0,0.025,267.0,0.0,0.555,4.0,139.0,56.906,19.0,113,13,100
26,1.995,1.0,0.0,0.025,270.0,0.0,0.586,4.0,140.0,65.799,20.0,113,13,100
27,0.0,0.0,0.0,0.025,271.0,0.0,0.582,4.0,140.0,85.037,22.0,114,14,100
28,4.414,1.0,0.0,0.025,273.0,0.0,0.599,4.0,139.0,108.115,24.0,114,14,100
29,4.414,1.0,0.0,0.025,273.0,0.0,0.599,4.0,139.0,108.115,24.0,115,15,100
30,8.949,2.0,0.0,0.025,274.0,0.0,0.629,4.0,139.0,119.965,25.0,115,15,100
31,5.412,3.0,0.0,0.025,275.0,0.0,0.705,4.0,139.0,133.258,26.0,115,15,100
32,4.988,2.0,0.0,0.025,276.0,0.0,0.769,4.0,140.0,133.258,26.0,115,15,100
33,5.18,2.0,0.0,0.025,277.0,0.0,0.801,4.0,139.0,145.588,27.0,115,15,100
34,0.0,0.0,0.0,0.025,279.0,0.0,0.731,4.0,139.0,216.006,32.0,115,15,100
35,26.091,2.0,0.0,0.025,279.0,0.0,0.764,4.0,134.0,294.793,37.0,115,15,100
36,40.976,4.0,2.0,0.025,279.0,0.0,0.796,4.0,129.0,378.434,42.0,115,15,100
37,40.976,4.0,2.0,0.025,279.0,0.0,0.836,4.0,124.0,467.083,47.0,115,15,100
38,40.976,4.0,2.0,0.025,279.0,0.0,0.836,4.0,124.0,467.083,47.0,115,15,100
39,49.713,6.0,0.0,0.025,279.0,0.0,0.625,4.0,117.0,604.306,55.0,115,15,100
40,59.155,7.0,6.0,0.025,279.0,0.0,0.502,4.0,108.0,770.046,64.0,115,15,100
41,65.061,8.0,10.0,0.025,279.0,0.0,0.117,4.0,101.0,947.003,73.0,115,15,100
42,65.061,8.0,10.0,0.025,279.0,0.0,0.095,4.0,89.0,1173.256,84.0,115,15,100
43,70.926,10.0,14.0,0.025,279.0,0.0,0.516,4.0,80.0,1363.353,93.0,115,15,100
44,79.059,11.0,19.0,0.025,279.0,0.0,0.1,4.0,72.0,1562.414,102.0,115,15,100
45,85.831,13.0,22.0,0.025,279.0,0.0,0.102,4.0,62.0,1818.771,113.0,115,15,100
46,85.831,13.0,22.0,0.025,279.0,0.0,0.105,4.0,52.0,2038.147,122.0,115,15,100
47,85.831,13.0,22.0,0.025,279.0,0.0,0.105,4.0,52.0,2038.147,122.0,115,15,100
48,94.871,15.0,24.0,0.025,279.0,0.0,0.089,4.0,41.0,2316.806,133.0,115,15,100
49,91.172,16.0,23.0,0.025,279.0,0.0,0.525,4.0,33.0,2524.935,141.0,115,15,100
50,76.983,16.0,25.0,0.025,279.0,0.0,0.522,4.0,27.0,2684.58,147.0,115,15,100
51,98.922,16.0,24.0,6.142,280.0,0.0,0.111,4.0,19.0,2902.698,155.0,115,15,100
52,98.488,15.0,25.0,13.902,282.0,0.0,0.522,4.0,11.0,3120.525,163.0,115,15,100
53,98.488,15.0,25.0,13.902,282.0,0.0,0.601,4.0,9.0,3171.925,165.0,115,15,100
54,94.871,17.0,23.0,20.053,283.0,0.0,0.695,4.0,7.0,3217.442,167.0,115,15,100
55,97.309,19.0,22.0,20.053,283.0,0.0,0.677,4.0,6.0,3266.265,169.0,115,15,100
56,97.309,19.0,22.0,20.053,283.0,0.0,0.677,4.0,6.0,3266.265,169.0,115,15,100
57,83.846,17.0,26.0,37.633,285.0,0.0,0.731,4.0,5.0,3331.101,172.0,115,15,100
58,94.629,14.0,25.0,43.834,289.0,0.0,0.764,4.0,3.0,3375.646,174.0,115,15,100
59,94.629,14.0,25.0,43.834,289.0,0.0,0.795,4.0,3.0,3389.299,175.0,115,15,100
60,91.515,15.0,24.0,43.834,289.0,0.0,0.787,4.0,7.0,3411.612,176.0,115,15,100
61,92.915,17.0,28.0,43.834,289.0,0.0,0.796,4.0,14.0,3429.821,177.0,115,15,100
62,91.273,15.0,40.0,58.05,292.0,0.0,0.781,4.0,15.0,3446.831,178.0,115,15,100
63,96.876,15.0,63.0,69.48,293.0,0.0,0.873,4.0,19.0,3454.733,180.0,115,15,100
64,96.876,15.0,63.0,69.48,293.0,0.0,0.873,4.0,19.0,3454.733,180.0,115,15,100
65,90.779,16.0,66.0,69.48,293.0,0.0,0.881,4.0,19.0,3458.075,181.0,115,15,100
66,96.422,14.0,91.0,104.294,296.0,0.0,0.877,4.0,20.0,3461.47,182.0,116,16,100
67,96.422,14.0,91.0,104.294,296.0,0.0,0.925,4.0,19.0,3465.315,183.0,116,16,100
68,95.858,17.0,88.0,104.294,296.0,0.0,0.846,3.0,19.0,3469.185,184.0,116,16,100
69,99.798,18.0,100.0,107.342,297.0,0.0,1.102,4.0,19.0,3474.22,185.0,116,16,100
70,99.819,18.0,100.0,127.918,298.0,0.0,1.073,4.0,18.0,3480.375,186.0,116,16,100
71,86.012,18.0,102.0,127.918,298.0,0.0,1.172,4.0,17.0,3488.852,187.0,116,16,100
72,86.012,18.0,102.0,127.918,298.0,0.0,1.172,4.0,17.0,3488.852,187.0,116,16,100
73,81.225,17.0,102.0,130.965,299.0,0.0,1.239,4.0,18.0,3488.852,187.0,116,16,100
74,98.811,17.0,101.0,153.087,300.0,0.0,1.308,4.0,18.0,3498.625,188.0,117,17,100
75,82.495,17.0,101.0,153.087,300.0,0.0,1.261,4.0,17.0,3502.51,189.0,118,18,100
76,91.968,16.0,101.0,183.51,302.0,0.0,1.037,4.0,17.0,3510.398,190.0,118,18,100
77,71.571,15.0,103.0,196.442,303.0,0.0,1.04,4.0,16.0,3532.314,192.0,119,19,100
78,94.649,14.0,104.0,242.244,305.0,0.0,1.145,4.0,15.0,3558.812,194.0,120,20,100
79,94.649,14.0,104.0,242.244,305.0,0.0,1.163,4.0,14.0,3574.421,195.0,121,21,100
80,94.649,14.0,104.0,242.244,305.0,0.0,1.06,4.0,13.0,3589.662,196.0,121,21,100
81,94.649,14.0,104.0,242.244,305.0,0.0,1.06,4.0,13.0,3589.662,196.0,123,23,100
