t_s,orch_kv_pct,orch_running,orch_waiting,orch_queue_time_cum_s,orch_requests_done_cum,orch_preemptions_cum,worker_kv_pct,worker_running,worker_waiting,worker_queue_time_cum_s,worker_requests_done_cum,client_arrivals_cum,client_completions_cum,client_in_flight
0,8.586,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1,19.158,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2,16.497,27.0,0.0,0.004,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3,24.025,54.0,0.0,0.005,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4,30.051,55.0,0.0,0.006,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5,34.828,69.0,0.0,0.007,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
6,34.183,57.0,0.0,0.007,64.0,0.0,0.501,4.0,8.0,0.0,0.0,0,0,0
7,40.23,58.0,0.0,0.007,65.0,0.0,0.525,4.0,7.0,0.0,2.0,0,0,0
8,40.23,58.0,0.0,0.007,65.0,0.0,0.525,4.0,7.0,0.0,2.0,0,0,0
9,41.016,58.0,0.0,0.007,67.0,0.0,0.59,4.0,9.0,0.0,2.0,0,0,0
10,36.189,45.0,0.0,0.007,80.0,0.0,0.502,4.0,8.0,3.757,6.0,0,0,0
11,58.269,44.0,0.0,0.007,83.0,0.0,0.494,4.0,8.0,11.876,9.0,0,0,0
12,71.077,43.0,2.0,0.007,86.0,0.0,0.538,4.0,9.0,15.556,10.0,0,0,0
13,79.946,43.0,2.0,0.007,87.0,0.0,0.534,4.0,9.0,27.938,13.0,0,0,0
14,84.722,43.0,5.0,0.007,89.0,0.0,0.58,4.0,9.0,31.59,14.0,0,0,0
15,84.722,43.0,5.0,0.007,89.0,0.0,0.604,4.0,7.0,39.571,16.0,0,0,0
16,69.737,43.0,15.0,0.008,91.0,0.0,0.604,4.0,7.0,39.571,16.0,0,0,0
17,69.737,43.0,15.0,0.008,91.0,0.0,0.647,4.0,8.0,43.816,17.0,0,0,0
18,87.554,26.0,14.0,0.009,109.0,0.0,0.682,4.0,7.0,48.92,18.0,0,0,0
19,92.008,27.0,13.0,0.009,109.0,0.0,0.73,4.0,8.0,61.256,20.0,0,0,0
20,92.008,27.0,13.0,0.009,109.0,0.0,0.74,4.0,8.0,64.984,21.0,0,0,0
21,88.078,28.0,18.0,0.009,109.0,0.0,0.801,4.0,8.0,64.984,21.0,0,0,0
22,98.74,30.0,21.0,0.009,109.0,0.0,0.851,4.0,8.0,76.288,23.0,0,0,0
23,82.969,27.0,29.0,0.009,113.0,0.0,0.67,4.0,8.0,96.497,26.0,0,0,0
24,95.122,17.0,31.0,4.634,124.0,0.0,0.735,4.0,8.0,96.497,26.0,0,0,0
25,95.122,17.0,31.0,4.634,124.0,0.0,0.735,4.0,8.0,96.497,26.0,0,0,0
26,95.122,17.0,31.0,4.634,124.0,0.0,0.771,4.0,8.0,103.539,27.0,0,0,0
27,99.99,19.0,31.0,11.785,125.0,0.0,0.708,4.0,6.0,116.776,29.0,0,0,0
28,79.583,17.0,39.0,11.785,127.0,0.0,0.774,4.0,6.0,116.776,29.0,0,0,0
29,98.529,16.0,39.0,13.405,129.0,0.0,0.745,4.0,6.0,123.595,30.0,0,0,0
30,91.978,18.0,37.0,13.405,129.0,0.0,0.722,4.0,5.0,130.807,31.0,0,0,0
