question_id,round,arm,position,status,valid,duration_ms,law_ids,search_workflows,search_node_elapsed_ms,dependency_ready_ms,ready_wait_ms,run_ms,join_wait_ms,overlap_before_join_ms,read_status
l2-040-au-worker,2,barrier,2,ok,1,15432.681,2,1,1097.364,5.864,921.068,169.164,170.692,0.0,ok
l2-045-sg-worker,2,barrier,2,ok,1,12424.888,1,1,1134.97,5.992,960.987,166.501,166.545,0.0,ok
l2-046-vn-data-rights,2,barrier,2,ok,1,19177.331,2,1,1210.928,6.638,980.032,222.483,222.745,0.0,ok
l2-047-vn-breach,2,barrier,2,ok,1,14057.805,5,1,1073.296,6.119,852.259,213.314,213.358,0.0,ok
l2-051-th-data-rights,2,barrier,2,ok,1,42799.803,1,1,1117.65,6.161,890.741,219.374,219.417,0.0,ok
l2-052-th-breach,2,barrier,2,ok,1,11240.291,2,1,1114.267,8.533,893.659,211.042,211.079,0.0,ok
l2-053-th-transfer,2,barrier,2,ok,1,11543.447,1,1,1251.954,6.96,914.48,328.65,328.699,0.0,ok
l2-054-th-consumer,2,barrier,2,ok,1,15692.394,2,1,958.474,6.323,758.659,192.408,192.46,0.0,ok
l2-055-th-worker,2,barrier,2,ok,1,11863.717,4,1,1030.87,5.899,857.479,166.21,166.261,0.0,ok
l2-056-id-data-rights,2,barrier,2,ok,1,14996.799,1,1,1577.761,17.555,1337.16,221.788,221.827,0.0,ok
l2-057-id-breach,2,barrier,2,ok,1,13661.269,2,1,1331.95,6.454,1110.513,213.969,214.012,0.0,ok
l2-060-id-worker,2,barrier,2,ok,1,26528.984,1,1,1472.371,6.521,1295.554,168.72,168.758,0.0,ok
l2-061-my-data-rights,2,barrier,2,ok,1,21523.152,1,1,1387.152,6.475,1022.298,356.799,356.849,0.0,ok
l2-064-my-consumer,2,barrier,2,ok,1,34061.806,4,1,1105.987,6.607,910.865,187.531,187.579,0.0,ok
l2-066-ph-data-rights,2,barrier,2,ok,1,13539.324,1,1,1107.69,6.025,881.562,218.826,218.871,0.0,ok
l2-067-ph-breach,2,barrier,2,ok,1,11653.121,2,1,1119.507,7.652,892.931,216.752,216.796,0.0,ok
l2-068-ph-transfer,2,barrier,2,ok,1,9687.445,1,1,1080.167,5.955,856.648,215.741,215.784,0.0,ok
l2-070-ph-worker,2,barrier,2,ok,1,24597.1,1,1,1033.85,6.613,834.778,190.679,190.721,0.0,ok
l2-071-in-data-rights,2,barrier,2,ok,1,17055.727,1,1,1163.022,6.138,937.724,216.847,216.888,0.0,ok
l2-072-in-breach,2,barrier,2,ok,1,19780.724,2,1,1058.396,6.962,834.584,214.588,214.626,0.0,ok
l2-073-in-transfer,2,barrier,2,ok,1,11235.034,2,1,1510.093,27.857,1144.247,336.126,336.286,0.0,ok
l2-081-es-data-rights,2,barrier,2,ok,1,17539.446,2,1,1200.921,6.075,887.119,306.149,306.189,0.0,ok
l2-082-es-breach,2,barrier,2,ok,1,13519.893,3,1,1114.548,6.671,896.493,209.82,209.861,0.0,ok
l2-083-es-transfer,2,barrier,2,ok,1,20239.837,2,1,1194.183,7.555,965.231,218.762,219.449,0.0,ok
l2-084-es-consumer,2,barrier,2,ok,1,20531.37,4,1,1057.158,6.213,835.603,212.85,213.177,0.0,ok
l2-085-es-worker,2,barrier,2,ok,1,13179.009,2,1,1108.517,5.847,911.585,189.265,189.304,0.0,ok
l2-086-it-data-rights,2,barrier,2,ok,1,2239.621,0,0,,,,,,,
l2-087-it-breach,2,barrier,2,ok,1,2901.82,0,0,,,,,,,
l2-088-it-transfer,2,barrier,2,ok,1,3225.221,0,0,,,,,,,
l2-089-it-consumer,2,barrier,2,ok,1,1628.318,0,0,,,,,,,
l2-090-it-worker,2,barrier,2,ok,1,1950.17,0,0,,,,,,,
l2-091-nl-data-rights,2,barrier,2,ok,1,1683.295,0,0,,,,,,,
l2-092-nl-breach,2,barrier,2,ok,1,1924.353,0,0,,,,,,,
l2-096-nz-data-rights,2,barrier,2,ok,1,15180.925,3,1,1555.932,13.589,1231.259,309.604,309.659,0.0,ok
l2-100-nz-worker,2,barrier,2,ok,1,13664.993,3,1,1325.672,13.376,1119.722,191.397,191.447,0.0,ok
l3-001-jp-transfer,2,barrier,2,ok,1,141905.59,2,2,1331.829,39.437,1073.311,217.427,217.522,0.0,ok
l3-002-jp-breach,2,barrier,2,ok,1,123486.44,3,2,1178.398,5.863,942.99,227.667,228.34,0.0,ok
l3-005-jp-worker-ai,2,barrier,2,ok,1,42142.62,4,2,1459.331,5.803,1254.644,198.044,198.09,0.0,ok
l3-007-us-breach,2,barrier,2,ok,1,57277.728,2,2,1291.029,14.179,1049.311,224.181,224.583,0.0,ok
l3-008-us-consumer,2,barrier,2,ok,1,24898.378,3,2,1489.192,6.887,1176.045,290.139,290.451,0.0,ok
l3-010-us-worker-ai,2,barrier,2,ok,1,46673.244,2,2,1393.082,15.918,1163.908,209.149,210.812,0.0,ok
l3-011-cn-transfer,2,barrier,2,ok,1,48243.494,3,2,1260.685,8.145,991.636,259.324,260.249,0.0,ok
l3-013-cn-consumer,2,barrier,2,ok,1,37984.808,2,2,1558.862,16.555,1256.452,284.057,284.099,0.0,ok
l3-014-cn-platform,2,barrier,2,ok,1,58240.341,3,2,1045.63,6.411,833.266,203.014,203.061,0.0,ok
l3-015-cn-worker-ai,2,barrier,2,ok,1,33698.129,2,2,1279.047,16.094,1069.036,192.71,192.757,0.0,ok
l3-016-de-transfer,2,barrier,2,ok,1,46807.969,2,2,1263.045,5.685,1039.367,214.506,214.552,0.0,ok
l3-018-de-consumer,2,barrier,2,ok,1,29704.762,6,2,1287.798,5.83,968.876,296.305,296.416,0.0,ok
l3-019-de-platform,2,barrier,2,ok,1,32878.446,7,2,1151.419,11.542,945.306,191.061,191.102,0.0,ok
l3-020-de-worker-ai,2,barrier,2,ok,1,38517.927,2,2,1142.732,14.67,940.711,186.251,186.295,0.0,ok
l3-023-fr-consumer,2,barrier,2,ok,1,55171.755,3,2,1504.445,11.164,1190.251,297.826,297.866,0.0,ok
l3-025-fr-worker-ai,2,barrier,2,ok,1,61894.095,3,2,1173.408,10.678,970.113,189.792,189.839,0.0,ok
l3-026-uk-transfer,2,barrier,2,ok,1,38563.94,3,2,1478.438,11.059,1236.519,219.181,219.729,0.0,ok
l3-028-uk-consumer,2,barrier,2,ok,1,40386.678,3,2,1343.609,6.889,1048.425,287.012,287.054,0.0,ok
l3-030-uk-worker-ai,2,barrier,2,ok,1,33948.302,3,2,1252.536,10.582,1049.236,190.237,190.281,0.0,ok
l3-032-ca-breach,2,barrier,2,ok,1,29721.865,7,2,1142.315,20.404,898.14,222.196,222.246,0.0,ok
l3-033-ca-consumer,2,barrier,2,ok,1,29421.368,2,2,1371.894,6.192,1074.31,285.962,286.014,0.0,ok
l3-037-au-breach,2,barrier,2,ok,1,47769.35,2,2,1219.556,10.929,984.726,222.989,223.055,0.0,ok
l3-039-au-platform,2,barrier,2,ok,1,59760.81,2,2,1185.182,15.55,975.354,191.591,191.655,0.0,ok
l3-041-sg-transfer,2,barrier,2,ok,1,71711.506,2,2,1176.038,13.043,945.382,214.291,214.385,0.0,ok
l3-043-sg-consumer,2,barrier,2,ok,1,33382.695,3,2,1306.676,10.96,1003.33,289.492,289.786,0.0,ok
l3-045-sg-worker-ai,2,barrier,2,ok,1,2137.493,0,0,,,,,,,
l3-046-vn-transfer,2,barrier,2,ok,1,43954.47,3,2,1177.667,8.694,950.764,216.442,216.48,0.0,ok
l3-047-vn-breach,2,barrier,2,ok,1,38289.469,2,2,1092.186,10.967,872.3,207.409,207.452,0.0,ok
l3-053-th-consumer,2,barrier,2,ok,1,42173.798,2,2,1234.914,6.383,940.165,287.017,287.058,0.0,ok
l3-054-th-platform,2,barrier,2,ok,1,2375.919,0,0,,,,,,,
l3-056-id-transfer,2,barrier,2,ok,1,39854.356,2,2,1394.076,10.44,1176.428,205.58,205.658,0.0,ok
l3-057-id-breach,2,barrier,2,ok,1,34553.411,3,2,1387.902,7.393,1161.063,217.247,217.335,0.0,ok
l3-058-id-consumer,2,barrier,2,ok,1,29601.034,2,2,1224.593,9.254,1003.098,210.177,210.222,0.0,ok
l3-059-id-platform,2,barrier,2,ok,1,3555.085,0,0,,,,,,,
l3-062-my-breach,2,barrier,2,ok,1,38707.642,1,2,1706.023,17.297,1479.582,207.599,207.969,0.0,ok
l3-063-my-consumer,2,barrier,2,ok,1,2209.874,0,0,,,,,,,
l3-065-my-worker-ai,2,barrier,2,ok,1,68541.579,3,2,1179.119,14.361,969.567,192.75,193.053,0.0,ok
l3-066-ph-transfer,2,barrier,2,ok,1,68277.872,2,2,1321.143,11.287,1092.189,215.65,215.695,0.0,ok
l3-067-ph-breach,2,barrier,2,ok,1,44491.599,2,2,1291.302,20.881,1054.159,212.715,213.807,0.0,ok
l3-072-in-breach,2,barrier,2,ok,1,2605.548,0,0,,,,,,,
l3-073-in-consumer,2,barrier,2,ok,1,29355.726,3,2,1355.431,11.19,1125.126,211.02,211.069,0.0,ok
l3-075-in-worker-ai,2,barrier,2,ok,1,33136.668,2,2,1204.912,13.233,998.994,191.558,191.603,0.0,ok
l3-078-br-consumer,2,barrier,2,ok,1,47164.053,2,2,1189.818,14.923,886.016,287.705,287.752,0.0,ok
l3-079-br-platform,2,barrier,2,ok,1,44173.389,2,2,1123.832,16.769,891.377,214.961,215.015,0.0,ok
l3-081-es-transfer,2,barrier,2,ok,1,2401.273,0,0,,,,,,,
l3-082-es-breach,2,barrier,2,ok,1,111838.993,2,2,1253.98,11.625,1021.978,217.117,217.16,0.0,ok
l3-088-it-consumer,2,barrier,2,ok,1,2936.572,0,0,,,,,,,
l3-092-nl-breach,2,barrier,2,ok,1,3032.423,0,0,,,,,,,
l3-098-nz-consumer,2,barrier,2,ok,1,21707.589,3,2,1331.002,11.822,1101.566,210.062,210.106,0.0,ok
l3-100-nz-worker-ai,2,barrier,2,ok,1,124701.501,4,2,1411.515,13.587,1185.702,208.219,208.271,0.0,ok
l4-001-jp-digital-platform,2,barrier,2,ok,1,20352.671,3,1,1135.907,6.535,923.218,204.503,204.54,0.0,ok
l4-004-jp-fintech,2,barrier,2,ok,1,12943.293,4,1,1651.213,6.118,1436.992,207.014,207.062,0.0,ok
l4-008-us-online-sales,2,barrier,2,ok,1,21849.026,3,1,1275.765,7.878,1042.234,224.348,224.389,0.0,ok
l4-009-us-fintech,2,barrier,2,ok,1,20221.078,6,1,1659.053,5.982,1431.357,216.546,216.598,0.0,ok
l4-012-cn-automated-hiring,2,barrier,2,ok,1,21357.819,5,1,1350.625,6.825,1089.226,253.329,253.368,0.0,ok
l4-015-cn-manufacturer,2,barrier,2,ok,1,16055.123,6,1,1280.23,6.348,1042.741,230.131,230.191,0.0,ok
l4-016-de-digital-platform,2,barrier,2,ok,1,17965.223,3,1,1363.569,6.123,1128.551,226.793,226.838,0.0,ok
l4-020-de-manufacturer,2,barrier,2,ok,1,16537.559,6,1,1297.577,6.259,1067.331,221.983,222.032,0.0,ok
l4-021-fr-digital-platform,2,barrier,2,ok,1,70332.024,2,1,1255.678,6.924,1019.373,225.777,225.823,0.0,ok
l4-022-fr-automated-hiring,2,barrier,2,ok,1,18528.454,4,1,1592.42,7.461,1357.872,223.977,224.067,0.0,ok
l4-023-fr-online-sales,2,barrier,2,ok,1,20773.385,4,1,1388.415,6.2,1160.093,219.507,219.871,0.0,ok
l4-024-fr-fintech,2,barrier,2,ok,1,21598.602,2,1,1277.429,6.213,1068.177,196.571,196.611,0.0,ok
l4-027-uk-automated-hiring,2,barrier,2,ok,1,15169.516,2,1,1277.283,6.039,1050.376,219.597,219.643,0.0,ok
l4-029-uk-fintech,2,barrier,2,ok,1,26659.612,3,1,1486.481,7.675,1277.165,198.594,198.641,0.0,ok
l4-032-ca-automated-hiring,2,barrier,2,ok,1,43071.821,4,1,1544.246,6.525,1294.818,240.84,240.883,0.0,ok
l4-034-ca-fintech,2,barrier,2,ok,1,16346.024,2,1,1571.058,8.642,1351.718,204.019,204.684,0.0,ok
l4-036-au-digital-platform,2,barrier,2,ok,1,18392.795,3,1,1627.304,5.907,1398.967,220.399,220.441,0.0,ok
l4-038-au-online-sales,2,barrier,2,ok,1,23789.313,2,1,1292.817,6.296,1064.364,220.713,220.753,0.0,ok
l4-039-au-fintech,2,barrier,2,ok,1,23345.111,3,1,1335.064,6.065,1130.633,196.421,196.705,0.0,ok
l4-040-au-manufacturer,2,barrier,2,ok,1,22379.26,4,1,1307.616,6.298,1081.378,218.907,218.949,0.0,ok
l4-044-sg-fintech,2,barrier,2,ok,1,26948.729,3,1,1833.188,6.082,1620.189,195.486,195.528,0.0,ok
l4-045-sg-manufacturer,2,barrier,2,ok,1,48448.234,3,1,1606.953,7.842,1370.881,227.261,227.544,0.0,ok
l4-051-th-digital-platform,2,barrier,2,ok,1,24184.974,1,1,1252.014,8.264,1012.048,229.87,230.51,0.0,ok
l4-054-th-fintech,2,barrier,2,ok,1,12957.711,3,1,1147.71,7.264,940.315,199.256,199.411,0.0,ok
l4-055-th-manufacturer,2,barrier,2,ok,1,16634.45,6,1,1177.812,7.774,947.698,221.011,221.289,0.0,ok
l4-058-id-online-sales,2,barrier,2,ok,1,20532.696,4,1,1500.571,7.879,1269.656,220.846,221.825,0.0,ok
l4-059-id-fintech,2,barrier,2,ok,1,20680.508,4,1,1435.36,7.197,1225.573,200.411,200.451,0.0,ok
l4-063-my-online-sales,2,barrier,2,ok,1,32168.928,3,1,1285.335,6.21,1057.784,220.107,220.389,0.0,ok
l4-065-my-manufacturer,2,barrier,2,ok,1,16461.159,2,1,1304.974,6.378,1074.759,222.88,223.044,0.0,ok
l4-067-ph-automated-hiring,2,barrier,2,ok,1,23565.803,4,1,1263.218,7.104,1010.212,244.782,244.826,0.0,ok
l4-069-ph-fintech,2,barrier,2,ok,1,15494.0,4,1,1177.697,6.727,970.111,199.587,199.627,0.0,ok
l4-070-ph-manufacturer,2,barrier,2,ok,1,23053.124,9,1,1261.705,7.836,1033.055,219.653,219.696,0.0,ok
l4-071-in-digital-platform,2,barrier,2,ok,1,27426.47,2,1,1141.317,6.356,906.155,226.728,226.774,0.0,ok
l4-072-in-automated-hiring,2,barrier,2,ok,1,26923.718,6,1,1238.655,6.671,986.531,243.993,244.038,0.0,ok
l4-075-in-manufacturer,2,barrier,2,ok,1,16778.016,3,1,1093.893,6.738,854.998,231.109,231.155,0.0,ok
l4-080-br-manufacturer,2,barrier,2,ok,1,17382.68,4,1,1318.74,6.419,1093.579,217.511,217.56,0.0,ok
l4-081-es-digital-platform,2,barrier,2,ok,1,19823.937,2,1,1169.392,7.854,938.603,221.202,221.37,0.0,ok
l4-082-es-automated-hiring,2,barrier,2,ok,1,15323.052,1,1,1371.567,10.897,1133.905,223.102,224.071,0.0,ok
l4-083-es-online-sales,2,barrier,2,ok,1,18166.953,2,1,1216.767,5.931,1018.417,190.679,190.745,0.0,ok
l4-088-it-online-sales,2,barrier,2,ok,1,4649.246,0,0,,,,,,,
l4-089-it-fintech,2,barrier,2,ok,1,2275.102,0,0,,,,,,,
l4-090-it-manufacturer,2,barrier,2,ok,1,2190.419,0,0,,,,,,,
l4-092-nl-automated-hiring,2,barrier,2,ok,1,2017.867,0,0,,,,,,,
l4-093-nl-online-sales,2,barrier,2,ok,1,1973.016,0,0,,,,,,,
l4-094-nl-fintech,2,barrier,2,ok,1,3711.757,0,0,,,,,,,
l4-095-nl-manufacturer,2,barrier,2,ok,1,1996.833,0,0,,,,,,,
l4-096-nz-digital-platform,2,barrier,2,ok,1,18582.951,3,1,1504.422,6.265,1273.138,223.904,223.957,0.0,ok
l4-097-nz-automated-hiring,2,barrier,2,ok,1,19231.256,4,1,1308.025,6.165,1061.708,239.012,239.082,0.0,ok
l4-099-nz-fintech,2,barrier,2,ok,1,15285.411,2,1,1463.188,6.765,1259.865,194.83,194.872,0.0,ok
l4-100-nz-manufacturer,2,barrier,2,ok,1,18314.093,3,1,1564.431,9.925,1327.455,225.737,225.798,0.0,ok
l1-001-jp,2,ready,1,ok,1,26147.514,5,1,1394.777,6.691,0.004,97.661,0.01,97.661,ok
l1-002-jp,2,ready,1,ok,1,69676.84,2,1,907.197,7.869,0.003,96.472,0.006,96.472,ok
l1-003-jp,2,ready,1,ok,1,21940.655,1,1,1845.606,7.231,0.003,117.573,0.006,117.573,ok
l1-005-jp,2,ready,1,ok,1,26505.969,4,1,707.05,6.194,0.004,4.707,0.01,4.707,ok
l1-010-us,2,ready,1,ok,1,22507.776,2,1,736.171,5.238,0.003,89.956,0.008,89.956,ok
l1-012-cn,2,ready,1,ok,1,19579.241,2,1,761.468,6.631,0.005,95.728,0.01,95.728,ok
l1-013-cn,2,ready,1,ok,1,18640.261,1,1,778.658,6.175,0.005,92.629,0.008,92.629,ok
l1-018-de,2,ready,1,ok,1,22505.805,5,1,1655.23,6.385,0.004,95.274,0.006,95.274,ok
l1-019-de,2,ready,1,ok,1,11466.695,1,1,817.347,7.728,0.004,113.531,0.008,113.531,ok
l1-023-fr,2,ready,1,ok,1,31292.237,1,1,771.75,6.048,0.004,120.119,0.008,120.119,ok
l1-024-fr,2,ready,1,ok,1,29014.492,3,1,880.888,6.066,0.005,113.223,0.01,113.223,ok
l1-025-fr,2,ready,1,ok,1,23087.94,4,1,792.481,5.998,0.004,96.718,0.007,96.718,ok
l1-027-uk,2,ready,1,ok,1,17912.455,2,1,821.041,9.023,0.004,91.004,0.011,91.004,ok
l1-031-ca,2,ready,1,ok,1,21331.319,4,1,699.042,5.825,0.003,89.084,0.008,89.084,ok
l1-032-ca,2,ready,1,ok,1,23614.398,1,1,866.996,6.697,0.003,112.231,0.006,112.231,ok
l1-033-ca,2,ready,1,ok,1,17971.29,3,1,664.09,6.16,0.005,89.876,0.009,89.876,ok
l1-035-ca,2,ready,1,ok,1,15725.947,1,1,798.213,6.232,0.006,90.659,0.011,90.659,ok
l1-036-au,2,ready,1,ok,1,15085.076,5,1,748.605,7.575,0.005,91.599,0.007,91.599,ok
l1-037-au,2,ready,1,ok,1,22554.019,2,1,621.452,5.921,0.004,95.115,0.011,95.115,ok
l1-038-au,2,ready,1,ok,1,24200.458,5,1,858.743,6.911,0.003,67.883,0.007,67.883,ok
l1-039-au,2,ready,1,ok,1,24342.13,1,1,828.256,9.078,0.004,96.45,0.006,96.45,ok
l1-040-au,2,ready,1,ok,1,16979.134,3,1,877.073,5.965,0.004,86.755,0.008,86.755,ok
l1-041-sg,2,ready,1,ok,1,32824.751,1,1,852.887,6.18,0.004,92.281,0.009,92.281,ok
l1-042-sg,2,ready,1,ok,1,28373.092,2,1,3947.244,7.626,0.005,90.483,0.006,90.483,ok
l1-044-sg,2,ready,1,ok,1,25692.299,3,1,3037.663,6.061,0.005,90.164,0.011,90.164,ok
l1-046-vn,2,ready,1,ok,1,22231.318,1,1,819.564,5.98,0.003,5.081,0.011,5.081,ok
l1-049-vn,2,ready,1,ok,1,27066.388,2,1,783.659,5.876,0.005,87.462,0.01,87.462,ok
l1-050-vn,2,ready,1,ok,1,25888.66,4,1,895.747,5.981,0.004,3.69,0.009,3.69,ok
l1-051-th,2,ready,1,ok,1,28289.619,1,1,794.649,5.847,0.004,89.688,0.007,89.688,ok
l1-052-th,2,ready,1,ok,1,35890.454,1,1,834.997,5.717,0.004,90.54,0.009,90.54,ok
l1-053-th,2,ready,1,ok,1,15034.194,1,1,726.444,8.396,0.005,91.65,0.009,91.65,ok
l1-054-th,2,ready,1,ok,1,17338.544,2,1,835.255,7.309,0.004,5.082,0.009,5.082,ok
l1-055-th,2,ready,1,ok,1,18610.589,2,1,798.721,6.116,0.004,86.712,0.012,86.712,ok
l1-059-id,2,ready,1,ok,1,35552.064,1,1,1135.869,6.257,0.005,95.601,0.009,95.601,ok
l1-060-id,2,ready,1,ok,1,16886.714,3,1,844.421,5.847,0.005,87.011,0.007,87.011,ok
l1-062-my,2,ready,1,ok,1,13930.095,1,1,943.718,6.363,0.005,91.564,0.011,91.564,ok
l1-065-my,2,ready,1,ok,1,20551.142,3,1,898.945,6.678,0.005,88.175,0.005,88.175,ok
l1-068-ph,2,ready,1,ok,1,27834.541,1,1,827.596,7.025,0.004,117.725,0.01,117.725,ok
l1-070-ph,2,ready,1,ok,1,22158.139,3,1,799.848,7.488,0.003,114.976,0.007,114.976,ok
l1-075-in,2,ready,1,ok,1,18147.002,1,1,1073.89,6.29,0.004,88.453,0.008,88.453,ok
l1-078-br,2,ready,1,ok,1,16135.717,1,1,987.071,2.546,0.004,122.813,0.006,122.813,ok
l1-081-es,2,ready,1,ok,1,18819.497,3,1,852.026,6.109,0.003,215.649,0.008,215.649,ok
l1-082-es,2,ready,1,ok,1,19425.283,5,1,870.063,7.769,0.005,256.096,0.011,256.096,ok
l1-085-es,2,ready,1,ok,1,38432.974,1,1,754.358,8.328,0.003,143.446,0.008,143.446,ok
l1-091-nl,2,ready,1,ok,1,6104.611,0,0,,,,,,,
l1-092-nl,2,ready,1,ok,1,6011.928,0,0,,,,,,,
l1-094-nl,2,ready,1,ok,1,5724.868,0,0,,,,,,,
l1-095-nl,2,ready,1,ok,1,8040.227,0,0,,,,,,,
l1-097-nz,2,ready,1,ok,1,20658.247,3,1,748.274,6.522,0.004,212.074,0.011,212.074,ok
l1-098-nz,2,ready,1,ok,1,21767.345,1,1,974.74,5.99,0.005,124.534,0.01,124.534,ok
l2-001-jp-data-rights,2,ready,1,ok,1,24462.985,1,1,995.538,6.046,0.005,365.16,0.006,365.16,ok
l2-002-jp-breach,2,ready,1,ok,1,18793.458,3,1,1061.896,5.812,0.004,217.618,0.008,217.618,ok
l2-003-jp-transfer,2,ready,1,ok,1,16550.007,2,1,973.058,6.235,0.004,335.851,0.008,335.851,ok
l2-010-us-worker,2,ready,1,ok,1,12325.64,2,1,958.371,5.937,0.004,170.052,0.01,170.052,ok
l2-013-cn-transfer,2,ready,1,ok,1,12745.597,1,1,1105.355,9.025,0.004,192.674,0.008,192.674,ok
l2-017-de-breach,2,ready,1,ok,1,9594.853,2,1,987.773,9.373,0.005,211.166,0.006,211.166,ok
l2-022-fr-breach,2,ready,1,ok,1,21984.465,2,1,1043.257,6.33,0.004,209.234,0.005,209.234,ok
l2-024-fr-consumer,2,ready,1,ok,1,16945.114,3,1,1059.517,6.46,0.005,187.964,0.013,187.964,ok
l2-026-uk-data-rights,2,ready,1,ok,1,21838.599,3,1,984.501,6.499,0.005,356.183,0.009,356.183,ok
l2-029-uk-consumer,2,ready,1,ok,1,16391.393,2,1,1030.505,6.271,0.005,189.454,0.009,189.454,ok
l2-034-ca-consumer,2,ready,1,ok,1,13859.944,1,1,1063.113,6.39,0.005,185.809,0.008,185.809,ok
l2-035-ca-worker,2,ready,1,ok,1,11528.163,2,1,876.77,5.971,0.004,183.852,0.01,183.852,ok
l2-036-au-data-rights,2,ready,1,ok,1,21031.026,2,1,937.8,5.948,0.003,217.394,0.007,217.394,ok
l2-038-au-transfer,2,ready,1,ok,1,11243.379,2,1,1027.997,6.37,0.004,330.597,0.009,330.597,ok
l2-039-au-consumer,2,ready,1,ok,1,16538.548,3,1,845.71,6.613,0.004,187.663,0.008,187.663,ok
l2-040-au-worker,2,ready,1,ok,1,12595.548,2,1,870.18,5.922,0.005,164.725,0.006,164.725,ok
l2-045-sg-worker,2,ready,1,ok,1,12072.115,1,1,1019.294,7.753,0.005,170.492,0.005,170.492,ok
l2-046-vn-data-rights,2,ready,1,ok,1,12608.88,2,1,849.022,5.781,0.003,229.074,0.009,229.074,ok
l2-047-vn-breach,2,ready,1,ok,1,17113.806,4,1,854.2,6.408,0.005,210.386,0.01,210.386,ok
l2-051-th-data-rights,2,ready,1,ok,1,21052.856,1,1,840.711,6.251,0.004,216.324,0.009,216.324,ok
l2-052-th-breach,2,ready,1,ok,1,9636.146,2,1,837.003,7.752,0.005,210.734,0.006,210.734,ok
l2-053-th-transfer,2,ready,1,ok,1,10547.255,1,1,788.406,6.46,0.005,335.244,0.008,335.244,ok
l2-054-th-consumer,2,ready,1,ok,1,14074.073,2,1,858.878,6.108,0.004,190.379,0.008,190.379,ok
l2-055-th-worker,2,ready,1,ok,1,12853.879,4,1,975.128,7.452,0.004,168.996,0.012,168.996,ok
l2-056-id-data-rights,2,ready,1,ok,1,11907.836,1,1,1312.012,6.05,0.003,228.895,0.009,228.895,ok
l2-057-id-breach,2,ready,1,ok,1,11541.695,2,1,1163.942,6.127,0.004,213.897,0.009,213.897,ok
l2-060-id-worker,2,ready,1,ok,1,26090.761,1,1,1266.639,6.432,0.005,170.423,0.007,170.423,ok
l2-061-my-data-rights,2,ready,1,ok,1,25008.924,1,1,1245.337,5.647,0.004,352.428,0.009,352.428,ok
l2-064-my-consumer,2,ready,1,ok,1,14448.654,4,1,1073.932,6.072,0.004,188.698,0.007,188.698,ok
l2-066-ph-data-rights,2,ready,1,ok,1,12349.27,1,1,890.448,6.418,0.005,224.433,0.009,224.433,ok
l2-067-ph-breach,2,ready,1,ok,1,13523.139,2,1,949.269,18.356,0.015,225.624,0.01,225.624,ok
l2-068-ph-transfer,2,ready,1,ok,1,10133.121,1,1,844.953,6.735,0.005,219.726,0.009,219.726,ok
l2-070-ph-worker,2,ready,1,ok,1,18539.948,1,1,924.562,6.154,0.004,194.923,0.005,194.923,ok
l2-071-in-data-rights,2,ready,1,ok,1,19103.293,1,1,1114.882,12.508,0.003,224.954,0.012,224.954,ok
l2-072-in-breach,2,ready,1,ok,1,15738.305,3,1,1154.669,7.215,0.005,209.62,0.006,209.62,ok
l2-073-in-transfer,2,ready,1,ok,1,11069.396,2,1,1149.124,6.213,0.004,332.751,0.01,332.751,ok
l2-081-es-data-rights,2,ready,1,ok,1,19982.634,2,1,1048.385,7.796,0.003,306.877,0.008,306.877,ok
l2-082-es-breach,2,ready,1,ok,1,13385.867,3,1,914.089,8.624,0.005,210.532,0.005,210.532,ok
l2-083-es-transfer,2,ready,1,ok,1,24040.686,2,1,874.002,5.907,0.004,214.329,0.007,214.329,ok
l2-084-es-consumer,2,ready,1,ok,1,17515.648,4,1,924.453,8.25,0.003,213.833,0.005,213.833,ok
l2-085-es-worker,2,ready,1,ok,1,10628.16,2,1,855.197,6.306,0.004,191.92,0.01,191.92,ok
l2-086-it-data-rights,2,ready,1,ok,1,1824.127,0,0,,,,,,,
l2-087-it-breach,2,ready,1,ok,1,4560.638,0,0,,,,,,,
l2-088-it-transfer,2,ready,1,ok,1,2416.494,0,0,,,,,,,
l2-089-it-consumer,2,ready,1,ok,1,2329.272,0,0,,,,,,,
l2-090-it-worker,2,ready,1,ok,1,1909.547,0,0,,,,,,,
l2-091-nl-data-rights,2,ready,1,ok,1,1717.242,0,0,,,,,,,
l2-092-nl-breach,2,ready,1,ok,1,1781.658,0,0,,,,,,,
l2-096-nz-data-rights,2,ready,1,ok,1,13241.039,3,1,1211.784,5.737,0.004,355.885,0.008,355.885,ok
l2-100-nz-worker,2,ready,1,ok,1,10813.273,3,1,1078.425,7.779,0.003,189.515,0.008,189.515,ok
l3-001-jp-transfer,2,ready,1,ok,1,132447.831,2,2,1043.883,12.38,0.001,232.091,0.007,232.091,ok
l3-002-jp-breach,2,ready,1,ok,1,130817.545,4,2,929.796,6.298,0.004,217.347,0.009,217.347,ok
l3-005-jp-worker-ai,2,ready,1,ok,1,40733.895,4,2,1013.212,5.916,0.005,219.8,0.008,219.8,ok
l3-007-us-breach,2,ready,1,ok,1,33750.869,1,2,1134.504,14.779,0.004,247.248,0.01,247.248,ok
l3-008-us-consumer,2,ready,1,ok,1,24166.484,3,2,1072.392,9.114,0.005,301.63,0.01,301.63,ok
l3-010-us-worker-ai,2,ready,1,ok,1,36607.077,2,2,1119.934,13.01,0.004,210.803,0.009,210.803,ok
